ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE
5524	Apuri	moon	killa	killa	k i ʎ a		527	k i ʎ a	C V C V
5525	Apurimac	moon	killa	killa	k i ʎ a		527	k i ʎ a	C V C V
5527	Atalla	moon	kiλa	kiλa	k i ʎ a		527	k i ʎ a	C V C V
5528	Ayacucho	moon	killa	killa	k i ʎ a		527	k i ʎ a	C V C V
7235	Azuay	moon	quilla	quilla	k i ʎ a		527	k i ʎ a	C V C V
5531	Chachapoyas	moon	killa	killa	k i dʑ a		527	k i dʑ a	C V C V
5532	Chacpar	moon	kiλa	kiλa	k i ʎ a		527	k i ʎ a	C V C V
5533	Chetilla	moon	kidya	kidya	k i dʑ a		527	k i dʑ a	C V C V
5538	Huallaga	moon	kiλa	kiλa	k i ʎ a		527	k i ʎ a	C V C V
5541	Huangascar	moon	killa	killa	k i ʎ a		527	k i ʎ a	C V C V
5542	HuarazHuailas	moon	killa	killa	k i ʎ a		527	k i ʎ a	C V C V
5543	Imbabura	moon	killa	killa	k i ʎ a		527	k i ʎ a	C V C V
5544	Inkawasi	moon	kiža	kiža	k i ʒ a		527	k i ʒ a	C V C V
7400	Jauja	moon	killa	killa	k i ʎ a		527	k i ʎ a	C V C V
5552	Maragua	moon	kiλa	kiλa	k i ʎ a		527	k i ʎ a	C V C V
5553	Napo	moon	quilla	quilla	k i ʎ a		527	k i ʎ a	C V C V
5554	Pacaraos	moon	kila	kila	k i l a		527	k i l a	C V C V
5558	Puno	moon	kiλa	kiλa	k i ʎ a		527	k i ʎ a	C V C V
5562	Santiagueno	moon	killa	killa	k i ʒ a		527	k i ʒ a	C V C V
5572	Yanac	moon	kiλa	kiλa	k i ʎ a		527	k i ʎ a	C V C V
5824	Apuri	mountain	urqu	urqu	o ɾ q u		532	o ɾ q u	V C C V
5825	Apurimac	mountain	orqo	orqo	o r q o		532	o r q o	V C C V
5828	Atalla	mountain	urġu	urġu	u r ɢ u		532	u r ɢ u	V C C V
5829	Ayacucho	mountain	orqo	orqo	o ɾ χ o		532	o ɾ χ o	V C C V
7240	Azuay	mountain	urcu	urcu	u ɾ k u		532	u ɾ k u	V C C V
5832	Chachapoyas	mountain	urku	urku	u r k u		532	u r k u	V C C V
5834	Chetilla	mountain	urqu	urqu	u r q u		532	u r q u	V C C V
5842	Huangascar	mountain	urqu	urqu	o ɾ q u		532	o ɾ q u	V C C V
5844	Imbabura	mountain	urku	urku	u ɾ k u		532	u ɾ k u	V C C V
7401	Jauja	mountain	ulqu	ulqu	u l ʔ u		532	u l ʔ u	V C C V
5852	Maragua	mountain	urqu	urqu	u r q u		532	u r q u	V C C V
5853	Napo	mountain	urcu	urcu	u r k u		532	u r k u	V C C V
5858	Puno	mountain	urqu	urqu	u r q u		532	u r q u	V C C V
5862	Santiagueno	mountain	orqo	orqo	o ɾ q o		532	o ɾ q o	V C C V
5826	Apurimac	mountain	qirka	qirka	q i r k a		166	q i r k a	C V C C V
5839	Huallaga	mountain	hirka	hirka	h i r k a		166	h i r k a	C V C C V
5843	HuarazHuailas	mountain	hirka	hirka	x i ɾ k a		166	x i ɾ k a	C V C C V
5854	Pacaraos	mountain	hirka	hirka	x i ɾ k a	ya en desuso	166	x i ɾ k a	C V C C V
5833	Chacpar	mountain	qaqa	qaqa	q a q a		494	q a q a	C V C V
5845	Inkawasi	mountain	χaγa	χaγa	χ a ʁ a		494	χ a ʁ a	C V C V
5872	Yanac	mountain	qaqa	qaqa	q a q a		494	q a q a	C V C V
4458	Apuri	mouse	ukucha	ukucha	u k u tʃ a		535	- u k u tʃ a	V C V C V
4459	Apurimac	mouse	hukucha, qukucha, ukucha	hukucha	h u k u tʃ a		535	h u k u tʃ a	C V C V C V
4463	Atalla	mouse	uku.ča	uku.ča	u k u tʃ a		535	- u k u tʃ a	V C V C V
4464	Ayacucho	mouse	ukucha	ukucha	u k u tʃ a		535	- u k u tʃ a	V C V C V
7217	Azuay	mouse	ucu-cha	ucu-cha	u k u tʃ a		535	- u k u tʃ a	V C V C V
4469	Chetilla	mouse	uku.ča	uku.ča	u k u tʃ a		535	- u k u tʃ a	V C V C V
4475	Huallaga	mouse	uku.ča	uku.ča	u k u tʃ a		535	- u k u tʃ a	V C V C V
4478	Huangascar	mouse	ukucha	ukucha	u k u tʃ a		535	- u k u tʃ a	V C V C V
4479	Imbabura	mouse	ukucha	ukucha	u k u tʃ a		535	- u k u tʃ a	V C V C V
4480	Inkawasi	mouse	uk(u).ča	uk.ča	u k u tʃ a		535	- u k u tʃ a	V C V C V
4486	Maragua	mouse	huk'u.ča	huk'u.ča	h u kʼ u tʃ a		535	h u kʼ u tʃ a	C V C V C V
4487	Napo	mouse	ucucha	ucucha	u k u tʃ a		535	- u k u tʃ a	V C V C V
4489	Pacaraos	mouse	ukush, ukucha	ukucha	u k u tʃ a		535	- u k u tʃ a	V C V C V
4493	Puno	mouse	huk'u.ča	huk'u.ča	h u kʼ u tʃ a		535	h u kʼ u tʃ a	C V C V C V
4496	Santiagueno	mouse	ukucha	ukucha	u x u tʃ a		535	- u x u tʃ a	V C V C V
4468	Chacpar	mouse	uku.š	uku.š	u k u ʃ		536	u k u ʃ	V C V C
7402	Jauja	mouse	ukush	ukush	u k u ʂ		536	u k u ʂ	V C V C
4488	Pacaraos	mouse	ukush, ukucha	ukush	u k u ʃ		536	u k u ʃ	V C V C
4503	Yanac	mouse	uku.š	uku.š	u k u ʃ		536	u k u ʃ	V C V C
3350	Apuri	mouth	shimi	shimi	ʃ i m i		543	ʃ i m i	C V C V
3351	Apurimac	mouth	simi	simi	s i m i		543	s i m i	C V C V
3353	Atalla	mouth	simi	simi	s i m i		543	s i m i	C V C V
3354	Ayacucho	mouth	simi	simi	s i m i		543	s i m i	C V C V
7196	Azuay	mouth	shimi	shimi	ʃ i m i		543	ʃ i m i	C V C V
3357	Chachapoyas	mouth	shimi	shimi	ʃ i m i		543	ʃ i m i	C V C V
3358	Chacpar	mouth	šimi	šimi	ʃ i m i		543	ʃ i m i	C V C V
3359	Chetilla	mouth	šimi	šimi	ʃ i m i		543	ʃ i m i	C V C V
3364	Huallaga	mouth	šimi	šimi	ʃ i m i		543	ʃ i m i	C V C V
3367	Huangascar	mouth	shimi	shimi	ʃ i m i		543	ʃ i m i	C V C V
3368	HuarazHuailas	mouth	shimi	shimi	ʃ i m i		543	ʃ i m i	C V C V
3369	Imbabura	mouth	shimi	shimi	ʃ i m i		543	ʃ i m i	C V C V
3370	Inkawasi	mouth	šimi	šimi	ʃ i m i		543	ʃ i m i	C V C V
7403	Jauja	mouth	shimi	shimi	ʃ i m i		543	ʃ i m i	C V C V
3377	Maragua	mouth	simi	simi	s i m i		543	s i m i	C V C V
3378	Napo	mouth	shimi	shimi	ʃ i m i		543	ʃ i m i	C V C V
3379	Pacaraos	mouth	shimi	shimi	ʃ i m i		543	ʃ i m i	C V C V
3383	Puno	mouth	simi	simi	s i m i		543	s i m i	C V C V
3386	Santiagueno	mouth	simi	simi	s i m i		543	s i m i	C V C V
3396	Yanac	mouth	šimi	šimi	ʃ i m i		543	ʃ i m i	C V C V
5090	Apuri	name	suti	suti	s u t i		548	s u t i	C V C V
5091	Apurimac	name	suti	suti	s u t i		548	s u t i	C V C V
5093	Atalla	name	suti	suti	s u t i		548	s u t i	C V C V
5094	Ayacucho	name	suti	suti	s u t i		548	s u t i	C V C V
7227	Azuay	name	shuti	shuti	ʃ u t i		548	ʃ u t i	C V C V
5097	Chachapoyas	name	shuti	shuti	ʃ u t i		548	ʃ u t i	C V C V
5098	Chacpar	name	huti	huti	h u t i		548	h u t i	C V C V
5099	Chetilla	name	šuti	šuti	ʃ u t i		548	ʃ u t i	C V C V
5104	Huallaga	name	huti	huti	h u t i		548	h u t i	C V C V
5107	Huangascar	name	suti	suti	s u t i		548	s u t i	C V C V
5108	HuarazHuailas	name	huti	huti	x u t i		548	x u t i	C V C V
5109	Imbabura	name	shuti	shuti	ʃ u t i		548	ʃ u t i	C V C V
5110	Inkawasi	name	šuti	šuti	ʃ u t i		548	ʃ u t i	C V C V
7404	Jauja	name	suti	suti	s u t i		548	s u t i	C V C V
5117	Maragua	name	suti	suti	s u t i		548	s u t i	C V C V
5118	Napo	name	shuti	shuti	ʃ u t i		548	ʃ u t i	C V C V
5119	Pacaraos	name	huti	huti	x u t i		548	x u t i	C V C V
5123	Puno	name	suti	suti	s u t i		548	s u t i	C V C V
5127	Santiagueno	name	suti	suti	s u t i		548	s u t i	C V C V
5136	Yanac	name	šuti	šuti	ʃ u t i		548	ʃ u t i	C V C V
4213	Apuri	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4214	Apurimac	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4216	Atalla	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4217	Ayacucho	navel	pupu	pupu	p u p u		550	p u p u	C V C V
7212	Azuay	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4220	Chachapoyas	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4221	Chacpar	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4227	Huallaga	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4230	Huangascar	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4231	HuarazHuailas	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4232	Imbabura	navel	pupu	pupu	p u p u		550	p u p u	C V C V
7405	Jauja	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4240	Maragua	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4241	Napo	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4242	Pacaraos	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4250	Santiagueno	navel	pupu	pupu	p u p u		550	p u p u	C V C V
4259	Yanac	navel	pupu	pupu	p u p u		550	p u p u	C V C V
3680	Apuri	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
3681	Apurimac	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
3683	Atalla	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
3684	Ayacucho	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
7202	Azuay	neck	cunga	cunga	k u n g a		554	k u n g a	C V C C V
3687	Chachapoyas	neck	kunka	kunka	k u n g a		554	k u n g a	C V C C V
3688	Chacpar	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
3689	Chetilla	neck	kunga	kunga	k u n g a		554	k u n g a	C V C C V
3695	Huallaga	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
3698	Huangascar	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
3699	HuarazHuailas	neck	kunka	kunka	k u ɲ k a		554	k u ɲ k a	C V C C V
3700	Imbabura	neck	kunga	kunga	k u n g a		554	k u n g a	C V C C V
3701	Inkawasi	neck	kunga	kunga	k u n g a		554	k u n g a	C V C C V
7406	Jauja	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
3707	Maragua	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
3708	Napo	neck	cunga	cunga	k u n g a		554	k u n g a	C V C C V
3709	Pacaraos	neck	kunka	kunka	k u ŋ k a		554	k u ŋ k a	C V C C V
3713	Puno	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
3717	Santiagueno	neck	kunka	kunka	k u ŋ k a		554	k u ŋ k a	C V C C V
3725	Yanac	neck	kunka	kunka	k u n k a		554	k u n k a	C V C C V
1232	Apuri	new	mushuq	mushuq	m u ʃ o q		557	m u ʃ o q	C V C V C
1233	Apurimac	new	mosoq, musuq	mosoq	m o s o q		557	m o s o q	C V C V C
1236	Atalla	new	musuχ	musuχ	m u s u χ		557	m u s u χ	C V C V C
1237	Ayacucho	new	mosoq	mosoq	m o s o χ		557	m o s o χ	C V C V C
7287	Azuay	new	mushug	mushug	m u ʃ u g		557	m u ʃ u g	C V C V C
1240	Chachapoyas	new	mushuk	mushuk	m u ʃ u k		557	m u ʃ u k	C V C V C
1241	Chacpar	new	mušuχ	mušuχ	m u ʃ u χ		557	m u ʃ u χ	C V C V C
1242	Chetilla	new	mušuχ	mušuχ	m u ʃ u χ		557	m u ʃ u χ	C V C V C
1247	Huallaga	new	mušuχ	mušuχ	m u ʃ u χ		557	m u ʃ u χ	C V C V C
1250	Huangascar	new	mushuq	mushuq	m u ʃ o q		557	m u ʃ o q	C V C V C
1251	HuarazHuailas	new	mushoq	mushoq	m u ʃ o q		557	m u ʃ o q	C V C V C
1252	Imbabura	new	mushuj	mushuj	m u ʃ u x		557	m u ʃ u x	C V C V C
1253	Inkawasi	new	mušux	mušux	m u ʃ u x		557	m u ʃ u x	C V C V C
7407	Jauja	new	mushuq	mushuq	m u ʂ u ʔ		557	m u ʂ u ʔ	C V C V C
1259	Maragua	new	musuχ	musuχ	m u s u χ		557	m u s u χ	C V C V C
1260	Napo	new	mushuj	mushuj	m u ʃ u		557	m u ʃ u -	C V C V
1261	Pacaraos	new	mushuq	mushuq	m u ʃ o χ		557	m u ʃ o χ	C V C V C
1265	Puno	new	musuχ	musuχ	m u s u χ		557	m u s u χ	C V C V C
1269	Santiagueno	new	mosoq	mosoq	m o s o χ		557	m o s o χ	C V C V C
1277	Yanac	new	mušuq	mušuq	m u ʃ u q		557	m u ʃ u q	C V C V C
5426	Apuri	night	tuta	tuta	t u t a		559	t u t a	C V C V
5427	Apurimac	night	tuta	tuta	t u t a		559	t u t a	C V C V
5429	Atalla	night	tuta	tuta	t u t a		559	t u t a	C V C V
5430	Ayacucho	night	tuta	tuta	t u t a		559	t u t a	C V C V
7234	Azuay	night	tuta	tuta	t u t a		559	t u t a	C V C V
5433	Chachapoyas	night	tuta	tuta	t u t a		559	t u t a	C V C V
5435	Chetilla	night	tuta	tuta	t u t a		559	t u t a	C V C V
5443	Huangascar	night	tuta	tuta	t u t a		559	t u t a	C V C V
5445	Imbabura	night	tuta	tuta	t u t a		559	t u t a	C V C V
5446	Inkawasi	night	tuta	tuta	t u t a		559	t u t a	C V C V
7408	Jauja	night	tuta	tuta	t u t a		559	t u t a	C V C V
5453	Maragua	night	tuta	tuta	t u t a		559	t u t a	C V C V
5454	Napo	night	tuta	tuta	t u t a		559	t u t a	C V C V
5458	Puno	night	tuta	tuta	t u t a		559	t u t a	C V C V
5461	Santiagueno	night	tuta	tuta	t u t a		559	t u t a	C V C V
5434	Chacpar	night	tsake	tsake	ts a k e		438	ts a k e	C V C V
5440	Huallaga	night	čaka.y	čaka.y	tʃ a k ai		438	tʃ a k ai	C V C V
7497	HuarazHuailas	night	tsaqay	tsaqay	tʃ a q ai		438	tʃ a q ai	C V C V
6629	Apuri	nine	isqun	isqun	e s q u n		567	e s q u n	V C C V C
6630	Apurimac	nine	isqon	isqon	i s q o n		567	i s q o n	V C C V C
6632	Atalla	nine	isχun	isχun	i s χ u n		567	i s χ u n	V C C V C
6633	Ayacucho	nine	isqon	isqon	i s χ o ŋ		567	i s χ o ŋ	V C C V C
7177	Azuay	nine	iscun	iscun	i s k u n		567	i s k u n	V C C V C
6636	Chachapoyas	nine	iskun	iskun	i s k u n		567	i s k u n	V C C V C
6637	Chacpar	nine	isqun	isqun	i s q u n		567	i s q u n	V C C V C
6638	Chetilla	nine	isγun	isγun	i s ʁ u n		567	i s ʁ u n	V C C V C
6643	Huallaga	nine	isqun	isqun	i s q u n		567	i s q u n	V C C V C
6646	Huangascar	nine	isqun	isqun	e s q u n		567	e s q u n	V C C V C
6647	HuarazHuailas	nine	isqun	isqun	i s q u ɲ		567	i s q u ɲ	V C C V C
6648	Imbabura	nine	iskun	iskun	i s k u n		567	i s k u n	V C C V C
7409	Jauja	nine	isqun	isqun	i s ʔ u n		567	i s ʔ u n	V C C V C
6656	Maragua	nine	išqun	išqun	i ʃ q u n		567	i ʃ q u n	V C C V C
6657	Napo	nine	iscun	iscun	i s k u n		567	i s k u n	V C C V C
6658	Pacaraos	nine	isqun	isqun	i s χ o ŋ		567	i s χ o ŋ	V C C V C
6663	Puno	nine	isqun	isqun	i s q u n		567	i s q u n	V C C V C
6667	Santiagueno	nine	eshqon	eshqon	e ʃ q o n	in disuse	567	e ʃ q o n	V C C V C
6676	Yanac	nine	isqun	isqun	i s q u n		567	i s q u n	V C C V C
3247	Apuri	nose	sinqa	sinqa	s e ŋ q a		571	s e ŋ q a	C V C C V
3248	Apurimac	nose	senqa	senqa	s e n q a		571	s e n q a	C V C C V
3250	Atalla	nose	sinġa	sinġa	s i n ɢ a		571	s i n ɢ a	C V C C V
3251	Ayacucho	nose	senqa	senqa	s e ŋ χ a		571	s e ŋ χ a	C V C C V
7194	Azuay	nose	singa	singa	s i n g a		571	s i n g a	C V C C V
3254	Chachapoyas	nose	sinka	sinka	s i n g a		571	s i n g a	C V C C V
3255	Chacpar	nose	sinγa	sinγa	s i n ʁ a		571	s i n ʁ a	C V C C V
3256	Chetilla	nose	singa	singa	s i n g a		571	s i n g a	C V C C V
3261	Huallaga	nose	sinqa	sinqa	s i n q a		571	s i n q a	C V C C V
3264	Huangascar	nose	sinqa	sinqa	s e ŋ q a		571	s e ŋ q a	C V C C V
3265	HuarazHuailas	nose	senqa	senqa	s e ɲ q a		571	s e ɲ q a	C V C C V
3266	Imbabura	nose	singa	singa	s i n g a		571	s i n g a	C V C C V
3267	Inkawasi	nose	sinġa	sinġa	s i n ɢ a		571	s i n ɢ a	C V C C V
7410	Jauja	nose	sinqa	sinqa	s i n ʔ a		571	s i n ʔ a	C V C C V
3274	Maragua	nose	sinqa	sinqa	s i n q a		571	s i n q a	C V C C V
3275	Napo	nose	singa	singa	s i n g a		571	s i n g a	C V C C V
3276	Pacaraos	nose	sinqa	sinqa	s i ɴ χ a		571	s i ɴ χ a	C V C C V
3280	Puno	nose	sinqa	sinqa	s i n q a		571	s i n q a	C V C C V
3284	Santiagueno	nose	senqa	senqa	s e ŋ q a		571	s e ŋ q a	C V C C V
3293	Yanac	nose	sinqa	sinqa	s i n q a		571	s i n q a	C V C C V
2739	Apuri	not	mana	mana	m a n a		574	m a n a	C V C V
2740	Apurimac	not	mana	mana	m a n a		574	m a n a	C V C V
2742	Atalla	not	mana	mana	m a n a		574	m a n a	C V C V
2743	Ayacucho	not	mana	mana	m a n a		574	m a n a	C V C V
7184	Azuay	not	mana	mana	m a n a		574	m a n a	C V C V
2746	Chachapoyas	not	mana	mana	m a n a		574	m a n a	C V C V
2747	Chacpar	not	mana	mana	m a n a		574	m a n a	C V C V
2748	Chetilla	not	mana	mana	m a n a		574	m a n a	C V C V
2753	Huallaga	not	mana	mana	m a n a		574	m a n a	C V C V
2756	Huangascar	not	mana	mana	m a n a		574	m a n a	C V C V
2757	HuarazHuailas	not	mana	mana	m a ɲ a		574	m a ɲ a	C V C V
2758	Imbabura	not	mana	mana	m a n a		574	m a n a	C V C V
2759	Inkawasi	not	mana	mana	m a n a		574	m a n a	C V C V
7411	Jauja	not	mana	mana	m a n a		574	m a n a	C V C V
2765	Maragua	not	mana	mana	m a n a		574	m a n a	C V C V
2766	Napo	not	mana	mana	m a n a		574	m a n a	C V C V
2767	Pacaraos	not	mana	mana	m a n a		574	m a n a	C V C V
2771	Puno	not	mana	mana	m a n a		574	m a n a	C V C V
2775	Santiagueno	not	mana	mana	m a n a		574	m a n a	C V C V
2784	Yanac	not	mana	mana	m a n a		574	m a n a	C V C V
441	Apuri	old (man)	machu	machu	m a tʃ u		577	m a tʃ u	C V C V
442	Apurimac	old (man)	machu	machu	m a tʃ u		577	m a tʃ u	C V C V
444	Atalla	old (man)	maču, maču.ča	maču	m a tʃ u		577	m a tʃ u	C V C V
445	Ayacucho	old (man)	machu	machu	m a tʃ u		577	m a tʃ u	C V C V
447	Chachapoyas	old (man)	machu	machu	m a tʃ u	orig: grande robusto; probablemente confundido con el esp machu	577	m a tʃ u	C V C V
457	Huangascar	old (man)	machu	machu	m a tʃ u		577	m a tʃ u	C V C V
472	Puno	old (man)	maču	maču	m a tʃ u		577	m a tʃ u	C V C V
475	Santiagueno	old (man)	machu	machu	m a tʃ u		577	m a tʃ u	C V C V
7273	Azuay	old (man)	rucu	rucu	ɾ u k u		578	ɾ u k u	C V C V
448	Chacpar	old (man)	ruku	ruku	r u k u		578	r u k u	C V C V
459	Imbabura	old (man)	ruku runa	ruku runa	ɾ u k u	ruku runa: old men	578	ɾ u k u	C V C V
460	Inkawasi	old (man)	řuku	řuku	r̝ u k u		578	r̝ u k u	C V C V
467	Napo	old (man)	rucu	rucu	r u k u		578	r u k u	C V C V
454	Huallaga	old (man)	awkis	awkis	au k i s		871	au k i s	V C V C
458	HuarazHuailas	old (man)	awkis	awkis	au k i s		871	au k i s	V C V C
7412	Jauja	old (man)	awkish	awkish	au k i ʃ		871	au k i ʃ	V C V C
468	Pacaraos	old (man)	awkin	awkin	au k i ŋ		871	au k i ŋ	V C V C
484	Yanac	old (man)	awkis	awkis	au k i s		871	au k i s	V C V C
502	HuarazHuailas	old (woman)	ruku	ruku	ɾ u k u		578	ɾ u k u	C V C V
487	Apurimac	old (woman)	paya	paya	p a j a		587	p a j a	C V C V
489	Atalla	old (woman)	paya	paya	p a j a		587	p a j a	C V C V
490	Ayacucho	old (woman)	paya	paya	p a j a		587	p a j a	C V C V
7274	Azuay	old (woman)	paya	paya	p a j a		587	p a j a	C V C V
492	Chachapoyas	old (woman)	paya	paya	p a j a		587	p a j a	C V C V
503	Imbabura	old (woman)	paya warmi	paya warmi	p a j a	paya warmi: old woman	587	p a j a	C V C V
518	Puno	old (woman)	paya	paya	p a j a		587	p a j a	C V C V
520	Santiagueno	old (woman)	paya	paya	p a j a	A. Bravo suggests loan from *payu (rubia, sanskr..)	587	p a j a	C V C V
7464	Apuri	old (woman)	chakwash	chakwash	tʃ a k w a ʃ		588	tʃ a k w a ʃ	C V C C V C
493	Chacpar	old (woman)	čakwa.s	čakwa.s	tʃ a k w a s		588	tʃ a k w a s	C V C C V C
499	Huallaga	old (woman)	čakwa.n	čakwa.n	tʃ a k w a n		588	tʃ a k w a n	C V C C V C
7467	Huangascar	old (woman)	chakwash	chakwash	tʃ a k w a ʃ		588	tʃ a k w a ʃ	C V C C V C
7413	Jauja	old (woman)	chakwash	chakwash	tʃ a k w a ʂ		588	tʃ a k w a ʂ	C V C C V C
514	Pacaraos	old (woman)	chachas, sakwa	sakwa	s a k w a		588	s a k w a -	C V C C V
530	Yanac	old (woman)	ĉakwa.s	ĉakwa.s	ʈʂ a k w a s		588	ʈʂ a k w a s	C V C C V C
2	Apuri	one	huk	huk	h u k		590	h u k	C V C
3	Apurimac	one	huk, huj, huq	huk	h u k		590	h u k	C V C
7	Atalla	one	huk	huk	h u k		590	h u k	C V C
8	Ayacucho	one	huk	huk	h u k		590	h u k	C V C
7169	Azuay	one	shug	shug	ʃ u g		590	ʃ u g	C V C
11	Chachapoyas	one	suj	suj	s u x		590	s u x	C V C
12	Chacpar	one	huk	huk	h u k		590	h u k	C V C
13	Chetilla	one	suχ	suχ	s u χ		590	s u χ	C V C
18	Huallaga	one	huk	huk	h u k		590	h u k	C V C
22	Huangascar	one	huk	huk	h u k		590	h u k	C V C
23	HuarazHuailas	one	huk	huk	x u k		590	x u k	C V C
24	Imbabura	one	shuk	shuk	ʃ u k		590	ʃ u k	C V C
25	Inkawasi	one	uk	uk	u k		590	- u k	V C
20	Jauja	one	huk	huk	h u k		590	h u k	C V C
32	Maragua	one	ux	ux	u x		590	- u x	V C
33	Napo	one	shuj	shuj	ʃ u		590	ʃ u -	C V
34	Pacaraos	one	huk	huk	x u k		590	x u k	C V C
38	Puno	one	ux	ux	u x		590	- u x	V C
42	Santiagueno	one	suk	suk	s u x		590	s u x	C V C
51	Yanac	one	uk	uk	u k		590	- u k	V C
2693	Apuri	push, to	tanqa-	tanqa-	t a n q a		593	t a n q - - a	C V C C V
2694	Apurimac	push, to	tanqa	tanqa	t a n q a		593	t a n q - - a	C V C C V
2695	Atalla	push, to	tanġa.	tanġa.	t a n ɢ a		593	t a n ɢ - - a	C V C C V
2696	Ayacucho	push, to	tanqa	tanqa	t a ŋ χ a		593	t a ŋ χ - - a	C V C C V
7314	Azuay	push, to	tangana	tangana	t a n g a n a		593	t a n g a n a	C V C C V C V
2699	Chachapoyas	push, to	tanka	tanka	t a n g a		593	t a n g - - a	C V C C V
2700	Chacpar	push, to	tanqa.	tanqa.	t a n q a		593	t a n q - - a	C V C C V
2706	Huallaga	push, to	tanqa.	tanqa.	t a n q a		593	t a n q - - a	C V C C V
2710	Huangascar	push, to	tanqa-	tanqa-	t a n q a		593	t a n q - - a	C V C C V
2712	Imbabura	push, to	tangana	tangana	t a n g a n a		593	t a n g a n a	C V C C V C V
7415	Jauja	push, to	tanqay	tanqay	t a n ʔ a		593	t a n ʔ - - a	C V C C V
2719	Maragua	push, to	tanqa.	tanqa.	t a n q a		593	t a n q - - a	C V C C V
2720	Napo	push, to	tangana	tangana	t a n g a n a		593	t a n g a n a	C V C C V C V
2725	Puno	push, to	tanqa.	tanqa.	t a n q a		593	t a n q - - a	C V C C V
2729	Santiagueno	push, to	tanqay	tanqay	t a ŋ q a		593	t a ŋ q - - a	C V C C V
2737	Yanac	push, to	tanqa.	tanqa.	t a n q a		593	t a n q - - a	C V C C V
2701	Chetilla	push, to	kumsa.	kumsa.	k u m s a		453	k u m s a	C V C C V
2711	HuarazHuailas	push, to	kumay	kumay	k u m a		453	k u m - a	C V C V
2713	Inkawasi	push, to	kumsa.	kumsa.	k u m s a		453	k u m s a	C V C C V
7414	Jauja	push, to	kumsay	kumsay	k u m s a		453	k u m s a	C V C C V
2721	Pacaraos	push, to	kuma	kuma	k u m a		453	k u m - a	C V C V
6204	Apuri	rain	para	para	p a ɾ a		369	p a ɾ a	C V C V
6205	Apurimac	rain	para	para	p a r a		369	p a r a	C V C V
6207	Atalla	rain	para	para	p a r a		369	p a r a	C V C V
6208	Ayacucho	rain	para	para	p a ɾ a		369	p a ɾ a	C V C V
6221	Huangascar	rain	para	para	p a ɾ a		369	p a ɾ a	C V C V
6231	Maragua	rain	para	para	p a r a		369	p a r a	C V C V
6237	Puno	rain	para	para	p a r a		369	p a r a	C V C V
6241	Santiagueno	rain	para	para	p a ɾ a		369	p a ɾ a	C V C V
7247	Azuay	rain	tamia	tamia	t a m j a		594	t a m j a	C V C C V
6211	Chachapoyas	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
6212	Chacpar	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
6213	Chetilla	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
6218	Huallaga	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
6222	HuarazHuailas	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
6223	Imbabura	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
6224	Inkawasi	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
7416	Jauja	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
6232	Napo	rain	tamia	tamia	t a m j a		594	t a m j a	C V C C V
6233	Pacaraos	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
6251	Yanac	rain	tamya	tamya	t a m j a		594	t a m j a	C V C C V
7118	Apuri	red	puka	puka	p u k a		597	p u k a	C V C V
7119	Apurimac	red	puka	puka	p u k a		597	p u k a	C V C V
7121	Atalla	red	puka	puka	p u k a		597	p u k a	C V C V
7122	Ayacucho	red	puka	puka	p u k a		597	p u k a	C V C V
7265	Azuay	red	puca	puca, pichi	p u k a		597	p u k a	C V C V
7125	Chachapoyas	red	puka	puka	p u k a		597	p u k a	C V C V
7126	Chacpar	red	puka	puka	p u k a		597	p u k a	C V C V
7132	Huallaga	red	puka	puka	p u k a		597	p u k a	C V C V
