ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
1246	Kunming	boy	男娃娃	nᴀ̃³¹wᴀ³¹wᴀ³¹	n ᴀ̃/ã̱ ³¹ w ᴀ/a̱ ³¹ w ᴀ/a̱ ³¹		747	677	n ᴀ̃/ã̱ ³¹ w ᴀ/a̱ ³¹ w ᴀ/a̱ ³¹	C V T C V T C V T	n ᴀ̃/ã̱ - ³¹ w ᴀ/a̱ ³¹ w ᴀ/a̱ ³¹	n ᴀ̃/ã̱ ³¹ w ᴀ/a̱ ³¹ w ᴀ/a̱ ³¹	C V T C V T C V T
1238	Taiyuan	boy	男娃娃	næ̃¹¹va¹¹va¹¹	n æ̃ ¹¹ v a ¹¹ v a ¹¹		747	677	n æ̃ ¹¹ v a ¹¹ v a ¹¹	C V T C V T C V T	n æ̃ - ¹¹ v a ¹¹ v a ¹¹	n æ̃ ¹¹ v a ¹¹ v a ¹¹	C V T C V T C V T
1245	Beijing	boy	小子	ɕjɑwiɑu²¹⁴ʦɿ⁴	ɕ j ɑ ²¹⁴ ts ɿ		562	526	ɕ j ɑ ²¹⁴ ts ɿ	C C V T C V	ɕ j ɑ w i ɑ u ²¹⁴ ts ɿ - ⁴	ɕ j ɑ w i ɑ u ²¹⁴ ts ɿ ⁴	C C V C V V V T C V T
1241	Shexian	boy	小家	sjɔ³⁵ka	s j ɔ ³⁵ k a		562	526	s j ɔ ³⁵ k a	C C V T C V	s j ɔ - - - - ³⁵ k a - -	s j ɔ ³⁵ k a	C C V T C V
1023	Beijing	breakfast	早上饭	ʦɑw²¹⁴ʂɑŋ⁴fan	ts ɑ ²¹⁴ f a		481	465	ts ɑ ²¹⁴ f a -	C V T C V	ts ɑ w ²¹⁴ ʂ - ɑ ŋ ⁴ f a n -	ts ɑ w ²¹⁴ ʂ ɑ ŋ ⁴ f a n	C V C T C V C T C V C
1007	Changsha	breakfast	早饭	ʦaw⁴¹fan¹¹	ts a ⁴¹ f a ¹¹		481	465	ts a ⁴¹ f a ¹¹	C V T C V T	ts a w ⁴¹ - - - - - f a n ¹¹	ts a w ⁴¹ f a n ¹¹	C V C T C V C T
1019	Chengdu	breakfast	早饭	ʦaw⁵³fan¹³	ts a ⁵³ f a ¹³		481	465	ts a ⁵³ f a ¹³	C V T C V T	ts a w ⁵³ - - - - - f a n ¹³	ts a w ⁵³ f a n ¹³	C V C T C V C T
1010	Guixian	breakfast	早饭	ʦa⁴²fan²¹³	ts a ⁴² f a ²¹³		481	465	ts a ⁴² f a ²¹³	C V T C V T	ts a - ⁴² - - - - - f a n ²¹³	ts a ⁴² f a n ²¹³	C V T C V C T
1016	Hangzhou	breakfast	早饭	ʦɔ⁵³vᴇ̃¹³	ts ɔ ⁵³ v ᴇ̃/ẽ̞ ¹³		481	465	ts ɔ ⁵³ v ᴇ̃/ẽ̞ ¹³	C V T C V T	ts ɔ - ⁵³ - - - - - v ᴇ̃/ẽ̞ - ¹³	ts ɔ ⁵³ v ᴇ̃/ẽ̞ ¹³	C V T C V T
1013	Hefei	breakfast	早饭	ʦɔ²⁴fæ̃⁵³	ts ɔ ²⁴ f æ̃ ⁵³		481	465	ts ɔ ²⁴ f æ̃ ⁵³	C V T C V T	ts ɔ - ²⁴ - - - - - f æ̃ - ⁵³	ts ɔ ²⁴ f æ̃ ⁵³	C V T C V T
1014	Jinan	breakfast	早饭	ʦɔ⁵⁵fã²¹	ts ɔ ⁵⁵ f ã ²¹		481	465	ts ɔ ⁵⁵ f ã ²¹	C V T C V T	ts ɔ - ⁵⁵ - - - - - f ã - ²¹	ts ɔ ⁵⁵ f ã ²¹	C V T C V T
1018	Nanchang	breakfast	早饭	ʦɑw²¹³fan²¹	ts ɑ ²¹³ f a ²¹		481	465	ts ɑ ²¹³ f a ²¹	C V T C V T	ts ɑ w ²¹³ - - - - - f a n ²¹	ts ɑ w ²¹³ f a n ²¹	C V C T C V C T
1026	Shanghai	breakfast	早饭	ʦɔ³⁵ve¹³	ts ɔ ³⁵ v e ¹³		481	465	ts ɔ ³⁵ v e ¹³	C V T C V T	ts ɔ - ³⁵ - - - - - v e - ¹³	ts ɔ ³⁵ v e ¹³	C V T C V T
1021	Shexian	breakfast	早饭	ʦɔ³⁵fɛ	ts ɔ ³⁵ f ɛ		481	465	ts ɔ ³⁵ f ɛ -	C V T C V	ts ɔ - ³⁵ - - - - - f ɛ - -	ts ɔ ³⁵ f ɛ	C V T C V
1020	Taiyuan	breakfast	早清饭	ʦaw⁵³ʨʰjəŋ¹¹fæ̃⁴⁵	ts a ⁵³ f æ̃ ⁴⁵		481	465	ts a ⁵³ f æ̃ ⁴⁵	C V T C V T	ts a w ⁵³ tɕʰ j ə ŋ ¹¹ f æ̃ - ⁴⁵	ts a w ⁵³ tɕʰ j ə ŋ ¹¹ f æ̃ ⁴⁵	C V C T C C V C T C V T
1017	Guangzhou	breakfast	早餐	ʦow³⁵ʦʰan⁵⁵	ts o ³⁵ tsʰ a n ⁵⁵		567	530	ts o ³⁵ tsʰ a n ⁵⁵	C V T C V C T	ts o w ³⁵ tsʰ a n ⁵⁵	ts o w ³⁵ tsʰ a n ⁵⁵	C V C T C V C T
1009	Guixian	breakfast	早餐	ʦa⁴²ʦʰan⁵⁵	ts a ⁴² tsʰ a n ⁵⁵		567	530	ts a ⁴² tsʰ a n ⁵⁵	C V T C V C T	ts a - ⁴² tsʰ a n ⁵⁵	ts a ⁴² tsʰ a n ⁵⁵	C V T C V C T
1012	Xiamen	breakfast	早餐	ʦa⁵³ʦʰan⁵⁵	ts a ⁵³ tsʰ a n ⁵⁵		567	530	ts a ⁵³ tsʰ a n ⁵⁵	C V T C V C T	ts a - ⁵³ tsʰ a n ⁵⁵	ts a ⁵³ tsʰ a n ⁵⁵	C V T C V C T
1024	Beijing	breakfast	早点	ʦɑw²¹⁴tjan²¹⁴	ts ɑ ²¹⁴ t j a ²¹⁴		286	305	ts ɑ ²¹⁴ t j a ²¹⁴	C V T C C V T	ts ɑ w ²¹⁴ t j a n ²¹⁴	ts ɑ w ²¹⁴ t j a n ²¹⁴	C V C T C C V C T
1015	Jinan	breakfast	早点	ʦɔ⁵⁵tjã⁵⁵	ts ɔ ⁵⁵ t j ã ⁵⁵		286	305	ts ɔ ⁵⁵ t j ã ⁵⁵	C V T C C V T	ts ɔ - ⁵⁵ t j ã - ⁵⁵	ts ɔ ⁵⁵ t j ã ⁵⁵	C V T C C V T
1025	Kunming	breakfast	早点	ʦɔ⁵³tjɛ̃⁵³	ts ɔ ⁵³ t j ɛ̃ ⁵³		286	305	ts ɔ ⁵³ t j ɛ̃ ⁵³	C V T C C V T	ts ɔ - ⁵³ t j ɛ̃ - ⁵³	ts ɔ ⁵³ t j ɛ̃ ⁵³	C V T C C V T
314	Changsha	cabbage	包菜	paw³³ʦʰaj⁵⁵	p a w ³³ tsʰ a j ⁵⁵		456	444	p a w ³³ tsʰ a j ⁵⁵	C V C T C V C T	p a w ³³ - - - - tsʰ a j ⁵⁵	p a w ³³ tsʰ a j ⁵⁵	C V C T C V C T
321	Hangzhou	cabbage	包心菜	pɔ³³ɕin³³ʦʰᴇ⁴⁴⁵	p ɔ ³³ tsʰ ᴇ/e̞ ⁴⁴⁵		456	444	p ɔ - ³³ tsʰ ᴇ/e̞ - ⁴⁴⁵	C V T C V T	p ɔ - ³³ ɕ i n ³³ tsʰ ᴇ/e̞ - ⁴⁴⁵	p ɔ ³³ ɕ i n ³³ tsʰ ᴇ/e̞ ⁴⁴⁵	C V T C V C T C V T
317	Hefei	cabbage	包头菜	pu²¹tʰɯ⁵⁵ʦʰᴇ⁵³	p u ²¹ tsʰ ᴇ/e̞ ⁵³		456	444	p u - ²¹ tsʰ ᴇ/e̞ - ⁵³	C V T C V T	p u - ²¹ tʰ ɯ - ⁵⁵ tsʰ ᴇ/e̞ - ⁵³	p u ²¹ tʰ ɯ ⁵⁵ tsʰ ᴇ/e̞ ⁵³	C V T C V T C V T
313	Meixian	cabbage	包菜	paw⁴⁴ʦʰoj⁵³	p a w ⁴⁴ tsʰ o j ⁵³		456	444	p a w ⁴⁴ tsʰ o j ⁵³	C V C T C V C T	p a w ⁴⁴ - - - - tsʰ o j ⁵³	p a w ⁴⁴ tsʰ o j ⁵³	C V C T C V C T
323	Nanchang	cabbage	包菜	pɑw⁴²ʦʰaj⁰²	p ɑ w ⁴² tsʰ a j ⁰²/¹²		456	444	p ɑ w ⁴² tsʰ a j ⁰²/¹²	C V C T C V C T	p ɑ w ⁴² - - - - tsʰ a j ⁰²/¹²	p ɑ w ⁴² tsʰ a j ⁰²/¹²	C V C T C V C T
1454	Beijing	catch a cold	伤风	ʂɑŋ⁵⁵fəŋ⁵⁵	ʂ ɑ ŋ ⁵⁵ f ə ŋ ⁵⁵		240	273	ʂ ɑ ŋ ⁵⁵ f ə ŋ ⁵⁵	C V C T C V C T	ʂ - ɑ ŋ ⁵⁵ f ə ŋ ⁵⁵	ʂ ɑ ŋ ⁵⁵ f ə ŋ ⁵⁵	C V C T C V C T
1430	Changsha	catch a cold	伤风	ʂan³³xoŋ³³	ʂ a n ³³ x o ŋ ³³		240	273	ʂ a n ³³ x o ŋ ³³	C V C T C V C T	ʂ - a n ³³ x o ŋ ³³	ʂ a n ³³ x o ŋ ³³	C V C T C V C T
1447	Chengdu	catch a cold	伤风	saŋ⁵⁵foŋ⁵⁵	s a ŋ ⁵⁵ f o ŋ ⁵⁵		240	273	s a ŋ ⁵⁵ f o ŋ ⁵⁵	C V C T C V C T	s - a ŋ ⁵⁵ f o ŋ ⁵⁵	s a ŋ ⁵⁵ f o ŋ ⁵⁵	C V C T C V C T
1443	Guangzhou	catch a cold	伤风	sœŋ⁵⁵foŋ⁵⁵	s œ ŋ ⁵⁵ f o ŋ ⁵⁵		240	273	s œ ŋ ⁵⁵ f o ŋ ⁵⁵	C V C T C V C T	s - œ ŋ ⁵⁵ f o ŋ ⁵⁵	s œ ŋ ⁵⁵ f o ŋ ⁵⁵	C V C T C V C T
1441	Hangzhou	catch a cold	伤风	sɥɑŋ³³foŋ³³	s ɑ ŋ ³³ f o ŋ ³³		240	273	s ɑ ŋ ³³ f o ŋ ³³	C V C T C V C T	s ɥ ɑ ŋ ³³ f o ŋ ³³	s ɥ ɑ ŋ ³³ f o ŋ ³³	C C V C T C V C T
1435	Hefei	catch a cold	伤风	ʂɑ̃²¹fəŋ²¹	ʂ ɑ̃ ²¹ f ə ŋ ²¹		240	273	ʂ ɑ̃ - ²¹ f ə ŋ ²¹	C V T C V C T	ʂ - ɑ̃ - ²¹ f ə ŋ ²¹	ʂ ɑ̃ ²¹ f ə ŋ ²¹	C V T C V C T
1439	Jinan	catch a cold	伤风	ʂaŋ²¹³fəŋ²¹³	ʂ a ŋ ²¹³ f ə ŋ ²¹³		240	273	ʂ a ŋ ²¹³ f ə ŋ ²¹³	C V C T C V C T	ʂ - a ŋ ²¹³ f ə ŋ ²¹³	ʂ a ŋ ²¹³ f ə ŋ ²¹³	C V C T C V C T
1456	Kunming	catch a cold	伤风	ʂᴀ̃⁴⁴foŋ⁴⁴	ʂ ᴀ̃/ã̱ ⁴⁴ f o ŋ ⁴⁴		240	273	ʂ ᴀ̃/ã̱ - ⁴⁴ f o ŋ ⁴⁴	C V T C V C T	ʂ - ᴀ̃/ã̱ - ⁴⁴ f o ŋ ⁴⁴	ʂ ᴀ̃/ã̱ ⁴⁴ f o ŋ ⁴⁴	C V T C V C T
1428	Meixian	catch a cold	伤风	soŋ⁴⁴fuŋ⁴⁴	s o ŋ ⁴⁴ f u ŋ ⁴⁴		240	273	s o ŋ ⁴⁴ f u ŋ ⁴⁴	C V C T C V C T	s - o ŋ ⁴⁴ f u ŋ ⁴⁴	s o ŋ ⁴⁴ f u ŋ ⁴⁴	C V C T C V C T
1445	Nanchang	catch a cold	伤风	sɔŋ⁴²fuŋ⁴²	s ɔ ŋ ⁴² f u ŋ ⁴²		240	273	s ɔ ŋ ⁴² f u ŋ ⁴²	C V C T C V C T	s - ɔ ŋ ⁴² f u ŋ ⁴²	s ɔ ŋ ⁴² f u ŋ ⁴²	C V C T C V C T
1458	Shanghai	catch a cold	伤风	sɑ̃⁵³foŋ⁵³	s ɑ̃ ⁵³ f o ŋ ⁵³		240	273	s ɑ̃ - ⁵³ f o ŋ ⁵³	C V T C V C T	s - ɑ̃ - ⁵³ f o ŋ ⁵³	s ɑ̃ ⁵³ f o ŋ ⁵³	C V T C V C T
1453	Shexian	catch a cold	伤风	ɕja³¹fʌ̃³¹	ɕ a ³¹ f ʌ̃ ³¹		240	273	ɕ a - ³¹ f ʌ̃ - ³¹	C V T C V T	ɕ j a - ³¹ f ʌ̃ - ³¹	ɕ j a ³¹ f ʌ̃ ³¹	C C V T C V T
1429	Changsha	catch a cold	感冒	kan⁴¹maw⁵⁵	k a ⁴¹ m a ⁵⁵		224	260	k a ⁴¹ m a ⁵⁵	C V T C V T	k a n ⁴¹ m a w ⁵⁵ - - - -	k a n ⁴¹ m a w ⁵⁵	C V C T C V C T
1444	Guangzhou	catch a cold	感冒	kɐm³⁵mow²²	k ɐ ³⁵ m o ²²		224	260	k ɐ ³⁵ m o ²²	C V T C V T	k ɐ m ³⁵ m o w ²² - - - -	k ɐ m ³⁵ m o w ²²	C V C T C V C T
1432	Guixian	catch a cold	感冒	kan⁴²ma²¹³	k a ⁴² m a ²¹³		224	260	k a ⁴² m a ²¹³	C V T C V T	k a n ⁴² m a - ²¹³ - - - -	k a n ⁴² m a ²¹³	C V C T C V T
1442	Hangzhou	catch a cold	感冒	kᴇ̃⁵³mɔ¹³	k ᴇ̃/ẽ̞ ⁵³ m ɔ ¹³		224	260	k ᴇ̃/ẽ̞ ⁵³ m ɔ ¹³	C V T C V T	k ᴇ̃/ẽ̞ - ⁵³ m ɔ - ¹³ - - - -	k ᴇ̃/ẽ̞ ⁵³ m ɔ ¹³	C V T C V T
1436	Hefei	catch a cold	感冒	kæ̃²⁴mɔ⁵³	k æ̃ ²⁴ m ɔ ⁵³		224	260	k æ̃ ²⁴ m ɔ ⁵³	C V T C V T	k æ̃ - ²⁴ m ɔ - ⁵³ - - - -	k æ̃ ²⁴ m ɔ ⁵³	C V T C V T
1440	Jinan	catch a cold	感冒	kã⁵⁵mɔ²¹	k ã ⁵⁵ m ɔ ²¹		224	260	k ã ⁵⁵ m ɔ ²¹	C V T C V T	k ã - ⁵⁵ m ɔ - ²¹ - - - -	k ã ⁵⁵ m ɔ ²¹	C V T C V T
1446	Nanchang	catch a cold	感冒	kɵn²¹³mɑw²¹	k ɵ ²¹³ m ɑ ²¹		224	260	k ɵ ²¹³ m ɑ ²¹	C V T C V T	k ɵ n ²¹³ m ɑ w ²¹ - - - -	k ɵ n ²¹³ m ɑ w ²¹	C V C T C V C T
1459	Shanghai	catch a cold	感冒	kø³⁵mɔ¹³	k ø ³⁵ m ɔ ¹³		224	260	k ø ³⁵ m ɔ ¹³	C V T C V T	k ø - ³⁵ m ɔ - ¹³ - - - -	k ø ³⁵ m ɔ ¹³	C V T C V T
1452	Taiyuan	catch a cold	感冒咧	kæ̃⁵³maw⁴⁵lje⁵³	k æ̃ ⁵³ m a ⁴⁵		224	260	k æ̃ ⁵³ m a ⁴⁵	C V T C V T	k æ̃ - ⁵³ m a w ⁴⁵ l j e ⁵³	k æ̃ ⁵³ m a w ⁴⁵ l j e ⁵³	C V T C V C T C C V T
1434	Xiamen	catch a cold	感冒	kam⁵³mɔ²²	k a ⁵³ m ɔ ²²		224	260	k a ⁵³ m ɔ ²²	C V T C V T	k a m ⁵³ m ɔ - ²² - - - -	k a m ⁵³ m ɔ ²²	C V C T C V T
2417	Beijing	cheap	便宜	pʰjan³⁵i³	pʰ j a n ³⁵ i ³		73	661	pʰ j a n ³⁵ i ³	C C V C T V T	pʰ j a n ³⁵ - i - ³	pʰ j a n ³⁵ i ³	C C V C T V T
2401	Changsha	cheap	便宜	pjẽ¹³i	p j ẽ ¹³ i		73	661	p j ẽ - ¹³ i -	C C V T V	p j ẽ - ¹³ - i - -	p j ẽ ¹³ i	C C V T V
2411	Chengdu	cheap	便宜	pʰjan³¹ȵi³¹	pʰ j a n ³¹ i ³¹		73	661	pʰ j a n ³¹ i ³¹	C C V C T V T	pʰ j a n ³¹ ɲ i - ³¹	pʰ j a n ³¹ ɲ i ³¹	C C V C T C V T
2402	Guixian	cheap	便宜	pʰjan²¹i²¹³	pʰ j a n ²¹ i ²¹³		73	661	pʰ j a n ²¹ i ²¹³	C C V C T V T	pʰ j a n ²¹ - i - ²¹³	pʰ j a n ²¹ i ²¹³	C C V C T V T
2408	Hangzhou	cheap	便宜	bjᴇ̃²¹³ȵi²¹³	b j ᴇ̃/ẽ̞ ²¹³ i ²¹³		73	661	b j ᴇ̃/ẽ̞ - ²¹³ i ²¹³	C C V T V T	b j ᴇ̃/ẽ̞ - ²¹³ ɲ i - ²¹³	b j ᴇ̃/ẽ̞ ²¹³ ɲ i ²¹³	C C V T C V T
2407	Jinan	cheap	便宜	pʰjã⁴²i	pʰ j ã ⁴² i		73	661	pʰ j ã - ⁴² i -	C C V T V	pʰ j ã - ⁴² - i - -	pʰ j ã ⁴² i	C C V T V
2400	Meixian	cheap	便宜	pʰjen¹¹ŋin¹¹	pʰ j e n ¹¹ i ¹¹		73	661	pʰ j e n ¹¹ i ¹¹	C C V C T V T	pʰ j e n ¹¹ ŋ i n ¹¹	pʰ j e n ¹¹ ŋ i n ¹¹	C C V C T C V C T
2410	Nanchang	cheap	便宜	pʰjɛn²⁴i⁰⁴	pʰ j ɛ n ²⁴ i ⁰⁴/¹⁴		73	661	pʰ j ɛ n ²⁴ i ⁰⁴/¹⁴	C C V C T V T	pʰ j ɛ n ²⁴ - i - ⁰⁴/¹⁴	pʰ j ɛ n ²⁴ i ⁰⁴/¹⁴	C C V C T V T
2415	Shexian	cheap	便宜	pʰe⁴⁴ni⁴⁴	pʰ e ⁴⁴ i ⁴⁴		73	661	pʰ - e - ⁴⁴ i ⁴⁴	C V T V T	pʰ - e - ⁴⁴ n i - ⁴⁴	pʰ e ⁴⁴ n i ⁴⁴	C V T C V T
2414	Taiyuan	cheap	便宜	pʰje¹¹i⁴⁵	pʰ j e ¹¹ i ⁴⁵		73	661	pʰ j e - ¹¹ i ⁴⁵	C C V T V T	pʰ j e - ¹¹ - i - ⁴⁵	pʰ j e ¹¹ i ⁴⁵	C C V T V T
2405	Xiamen	cheap	便宜	pan³⁵gi³⁵	p a n ³⁵ i ³⁵		73	661	p - a n ³⁵ i ³⁵	C V C T V T	p - a n ³⁵ g i - ³⁵	p a n ³⁵ g i ³⁵	C V C T C V T
403	Beijing	chicken	母鸡	mu²¹⁴ʨi⁵⁵	m u ²¹⁴ tɕ i ⁵⁵		1127	110	m u ²¹⁴ tɕ i ⁵⁵	C V T C V T	m - u - - - - ²¹⁴ tɕ - i - ⁵⁵	m u ²¹⁴ tɕ i ⁵⁵	C V T C V T
387	Guixian	chicken	母鸡	mu⁴²ʨi⁵⁵	m u ⁴² tɕ i ⁵⁵		1127	110	m u ⁴² tɕ i ⁵⁵	C V T C V T	m - u - - - - ⁴² tɕ - i - ⁵⁵	m u ⁴² tɕ i ⁵⁵	C V T C V T
390	Hefei	chicken	母鸡	məŋ²⁴ʦɿ²¹	m ə ²⁴ ts ɿ ²¹		1127	110	m ə ²⁴ ts ɿ ²¹	C V T C V T	m - ə - - - ŋ ²⁴ ts - ɿ - ²¹	m ə ŋ ²⁴ ts ɿ ²¹	C V C T C V T
392	Jinan	chicken	母鸡	mu⁵⁵ʨi	m u ⁵⁵ tɕ i		1127	110	m u ⁵⁵ tɕ i -	C V T C V	m - u - - - - ⁵⁵ tɕ - i - -	m u ⁵⁵ tɕ i	C V T C V
404	Kunming	chicken	母鸡	mu⁵³ʨi⁴⁴	m u ⁵³ tɕ i ⁴⁴		1127	110	m u ⁵³ tɕ i ⁴⁴	C V T C V T	m - u - - - - ⁵³ tɕ - i - ⁴⁴	m u ⁵³ tɕ i ⁴⁴	C V T C V T
406	Shanghai	chicken	母鸡	mu¹³ʨi⁵³	m u ¹³ tɕ i ⁵³		1127	110	m u ¹³ tɕ i ⁵³	C V T C V T	m - u - - - - ¹³ tɕ - i - ⁵³	m u ¹³ tɕ i ⁵³	C V T C V T
401	Shexian	chicken	鸡母	ʨi³¹m̩³⁵	tɕ i ³¹ m̩ ³⁵		1127	110	tɕ i ³¹ m̩ - ³⁵	C V T C T	tɕ - i - - - - ³¹ m̩ - - - ³⁵	tɕ i ³¹ m̩ ³⁵	C V T C T
388	Xiamen	chicken	鸡母	kwe⁵⁵bu	k e ⁵⁵ u		1127	110	k e ⁵⁵ - u -	C V T V	k w e - - - - ⁵⁵ - b u - -	k w e ⁵⁵ b u	C C V T C V
384	Changsha	chicken	鸡婆	ʨi³³po¹³	tɕ i ³³ p o ¹³		1104	90	tɕ i ³³ p o ¹³	C V T C V T	tɕ i ³³ p - o - ¹³	tɕ i ³³ p o ¹³	C V T C V T
399	Chengdu	chicken	鸡婆	ʨi⁵⁵pʰo³¹	tɕ i ⁵⁵ pʰ o ³¹		1104	90	tɕ i ⁵⁵ pʰ o ³¹	C V T C V T	tɕ i ⁵⁵ pʰ - o - ³¹	tɕ i ⁵⁵ pʰ o ³¹	C V T C V T
394	Hangzhou	chicken	婆鸡	bo²¹³ʨi	b o ²¹³ tɕ i		1104	90	b o ²¹³ tɕ i -	C V T C V	b o ²¹³ tɕ - i - -	b o ²¹³ tɕ i	C V T C V
397	Nanchang	chicken	鸡婆	ʨi⁴²pʰo²⁴	tɕ i ⁴² pʰ o ²⁴		1104	90	tɕ i ⁴² pʰ o ²⁴	C V T C V T	tɕ i ⁴² pʰ - o - ²⁴	tɕ i ⁴² pʰ o ²⁴	C V T C V T
402	Shexian	chicken	鸡婆	ʨi³¹pʰo⁴⁴	tɕ i ³¹ pʰ o ⁴⁴		1104	90	tɕ i ³¹ pʰ o ⁴⁴	C V T C V T	tɕ i ³¹ pʰ - o - ⁴⁴	tɕ i ³¹ pʰ o ⁴⁴	C V T C V T
386	Guixian	chicken	草鸡	ʦʰa⁴²ʨi⁵⁵	tsʰ a ⁴² tɕ i ⁵⁵		661	605	tsʰ a ⁴² tɕ i ⁵⁵	C V T C V T	tsʰ a - ⁴² tɕ i ⁵⁵	tsʰ a ⁴² tɕ i ⁵⁵	C V T C V T
393	Jinan	chicken	草鸡	ʦʰɔ⁵⁵ʨi	tsʰ ɔ ⁵⁵ tɕ i		661	605	tsʰ ɔ ⁵⁵ tɕ i -	C V T C V	tsʰ ɔ - ⁵⁵ tɕ i -	tsʰ ɔ ⁵⁵ tɕ i	C V T C V
400	Taiyuan	chicken	草鸡	ʦʰaw⁵³ʨi¹¹	tsʰ a ⁵³ tɕ i ¹¹		661	605	tsʰ a ⁵³ tɕ i ¹¹	C V T C V T	tsʰ a w ⁵³ tɕ i ¹¹	tsʰ a w ⁵³ tɕ i ¹¹	C V C T C V T
555	Beijing	chimney	烟筒	jan⁵⁵tʰuŋ²	j a ⁵⁵ tʰ u ŋ ²		538	511	j a ⁵⁵ tʰ u ŋ ²	C V T C V C T	j a n ⁵⁵ tʰ - u ŋ ²	j a n ⁵⁵ tʰ u ŋ ²	C V C T C V C T
541	Changsha	chimney	烟筒	jẽ³³toŋ¹³	j ẽ ³³ t o ŋ ¹³		538	511	j ẽ ³³ t o ŋ ¹³	C V T C V C T	j ẽ - ³³ t - o ŋ ¹³	j ẽ ³³ t o ŋ ¹³	C V T C V C T
545	Jinan	chimney	烟筒	jã²¹³tʰuŋ	j ã ²¹³ tʰ u ŋ		538	511	j ã ²¹³ tʰ u ŋ -	C V T C V C	j ã - ²¹³ tʰ - u ŋ -	j ã ²¹³ tʰ u ŋ	C V T C V C
550	Nanchang	chimney	烟筒	jɛn⁴²tʰuŋ⁰²	j ɛ ⁴² tʰ u ŋ ⁰²/¹²		538	511	j ɛ ⁴² tʰ u ŋ ⁰²/¹²	C V T C V C T	j ɛ n ⁴² tʰ - u ŋ ⁰²/¹²	j ɛ n ⁴² tʰ u ŋ ⁰²/¹²	C V C T C V C T
553	Taiyuan	chimney	烟筒	je¹¹tʰwəŋ⁵³	j e ¹¹ tʰ ə ŋ ⁵³		538	511	j e ¹¹ tʰ ə ŋ ⁵³	C V T C V C T	j e - ¹¹ tʰ w ə ŋ ⁵³	j e ¹¹ tʰ w ə ŋ ⁵³	C V T C C V C T
543	Xiamen	chimney	烟筒	jan⁵⁵taŋ³⁵	j a ⁵⁵ t a ŋ ³⁵		538	511	j a ⁵⁵ t a ŋ ³⁵	C V T C V C T	j a n ⁵⁵ t - a ŋ ³⁵	j a n ⁵⁵ t a ŋ ³⁵	C V C T C V C T
551	Chengdu	chimney	烟囱	jan⁵⁵ʦʰoŋ⁵⁵	j a ⁵⁵ tsʰ o ŋ ⁵⁵		307	320	j a ⁵⁵ tsʰ o ŋ ⁵⁵	C V T C V C T	- j a n ⁵⁵ tsʰ o ŋ ⁵⁵	j a n ⁵⁵ tsʰ o ŋ ⁵⁵	C V C T C V C T
542	Guixian	chimney	烟囱	jan⁵⁵ʦʰoŋ⁵⁵	j a ⁵⁵ tsʰ o ŋ ⁵⁵		307	320	j a ⁵⁵ tsʰ o ŋ ⁵⁵	C V T C V C T	- j a n ⁵⁵ tsʰ o ŋ ⁵⁵	j a n ⁵⁵ tsʰ o ŋ ⁵⁵	C V C T C V C T
548	Hangzhou	chimney	烟囱	ʔjᴇ̃³³ʦʰoŋ³³	j ᴇ̃/ẽ̞ ³³ tsʰ o ŋ ³³		307	320	j ᴇ̃/ẽ̞ ³³ tsʰ o ŋ ³³	C V T C V C T	ʔ j ᴇ̃/ẽ̞ - ³³ tsʰ o ŋ ³³	ʔ j ᴇ̃/ẽ̞ ³³ tsʰ o ŋ ³³	C C V T C V C T
556	Kunming	chimney	烟囱	jɛ̃⁴⁴ʦʰoŋ⁴⁴	j ɛ̃ ⁴⁴ tsʰ o ŋ ⁴⁴		307	320	j ɛ̃ ⁴⁴ tsʰ o ŋ ⁴⁴	C V T C V C T	- j ɛ̃ - ⁴⁴ tsʰ o ŋ ⁴⁴	j ɛ̃ ⁴⁴ tsʰ o ŋ ⁴⁴	C V T C V C T
557	Shanghai	chimney	烟囱	i⁵³ʦʰoŋ⁵³	i ⁵³ tsʰ o ŋ ⁵³		307	320	- i ⁵³ tsʰ o ŋ ⁵³	V T C V C T	- - i - ⁵³ tsʰ o ŋ ⁵³	i ⁵³ tsʰ o ŋ ⁵³	V T C V C T
554	Shexian	chimney	烟囱	je³¹ʦʰʌ̃³¹	j e ³¹ tsʰ ʌ̃ ³¹		307	320	j e ³¹ tsʰ ʌ̃ - ³¹	C V T C V T	- j e - ³¹ tsʰ ʌ̃ - ³¹	j e ³¹ tsʰ ʌ̃ ³¹	C V T C V T
1135	Beijing	chopsticks	筷子	kʰwajuai⁵¹ʦɿ¹	kʰ w a j u a i ⁵¹ ts ɿ ¹		818	734	kʰ w a j u a i ⁵¹ ts ɿ ¹	C C V C V V V T C V T	kʰ w a j u a i ⁵¹ ts ɿ - ¹	kʰ w a j u a i ⁵¹ ts ɿ ¹	C C V C V V V T C V T
1124	Changsha	chopsticks	筷子	kʰwajuai⁵⁵ʦɿ	kʰ w a j u a i ⁵⁵ ts ɿ		818	734	kʰ w a j u a i ⁵⁵ ts ɿ -	C C V C V V V T C V	kʰ w a j u a i ⁵⁵ ts ɿ - -	kʰ w a j u a i ⁵⁵ ts ɿ	C C V C V V V T C V
