ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE
1889	Hangzhou	classifier (cow)	一只牛	ʦɑʔ⁵	ts ɑ ʔ ⁵		652	597	ts - ɑ ʔ ⁵	C V C T
1892	Nanchang	classifier (cow)	一只牛	ʦɑʔ⁵	ts ɑ ʔ ⁵		652	597	ts - ɑ ʔ ⁵	C V C T
1900	Shanghai	classifier (cow)	一只牛	ʦaʔ⁵	ts a ʔ ⁵		652	597	ts - a ʔ ⁵	C V C T
1897	Shexian	classifier (cow)	一只牛	ʨi²¹	tɕ i ²¹		652	597	tɕ - i - ²¹	C V T
1885	Xiamen	classifier (cow)	一只牛	ʦjaʔ³²	ts j a ʔ ³²		652	597	ts j a ʔ ³²	C C V C T
1831	Changsha	classifier (pair)	一双鞋子	ɕɥan³³	ɕ ɥ a n ³³		708	643	ɕ ɥ a n ³³	C C V C T
1839	Chengdu	classifier (pair)	一双鞋	swaŋ⁵⁵	s w a ŋ ⁵⁵		708	643	s w a ŋ ⁵⁵	C C V C T
1832	Guixian	classifier (pair)	一双鞋	swaŋ⁵⁵	s w a ŋ ⁵⁵		708	643	s w a ŋ ⁵⁵	C C V C T
1836	Hangzhou	classifier (pair)	一双鞋子	sɥɑŋ³³	s ɥ ɑ ŋ ³³		708	643	s ɥ ɑ ŋ ³³	C C V C T
1834	Hefei	classifier (pair)	一双鞋	ʂwɑ̃²¹	ʂ w ɑ̃ ²¹		708	643	ʂ w ɑ̃ - ²¹	C C V T
1835	Jinan	classifier (pair)	一双鞋	ʂwaŋ²¹³	ʂ w a ŋ ²¹³		708	643	ʂ w a ŋ ²¹³	C C V C T
1843	Kunming	classifier (pair)	一双鞋子	ʂwᴀ̃⁴⁴	ʂ w ᴀ̃/ã̱ ⁴⁴		708	643	ʂ w ᴀ̃/ã̱ - ⁴⁴	C C V T
1830	Meixian	classifier (pair)	一双鞋	suŋ⁴⁴	s u ŋ ⁴⁴		708	643	s - u ŋ ⁴⁴	C V C T
1838	Nanchang	classifier (pair)	一双鞋子	sɔŋ⁴²	s ɔ ŋ ⁴²		708	643	s - ɔ ŋ ⁴²	C V C T
1844	Shanghai	classifier (pair)	一双鞋子	sɑ̃⁵³	s ɑ̃ ⁵³		708	643	s - ɑ̃ - ⁵³	C V T
1841	Shexian	classifier (pair)	一双鞋	so³¹	s o ³¹		708	643	s - o - ³¹	C V T
1833	Xiamen	classifier (pair)	一双鞋	sjaŋ⁵⁵	s j a ŋ ⁵⁵		708	643	s j a ŋ ⁵⁵	C C V C T
1816	Changsha	classifier (person)	一位客人	wejuei¹¹	w e j u/w e i ¹¹		288	307	- w e j u/w e i ¹¹	C V C V V V T
1824	Chengdu	classifier (person)	一位客人	wejuei¹³	w e j u/w e i ¹³		288	307	- w e j u/w e i ¹³	C V C V V V T
1822	Guangzhou	classifier (person)	一位客人	wɐj²²	w ɐ j ²²		288	307	- w ɐ j - - - ²²	C V C T
1817	Guixian	classifier (person)	一个客人	ko²¹³	k o ²¹³		288	307	k - o - - - - ²¹³	C V T
1821	Hangzhou	classifier (person)	一个客人	kəʔ⁵	k ə ʔ ⁵		288	307	k - ə ʔ - - - ⁵	C V C T
1819	Hefei	classifier (person)	一个客人	kə⁵³	k ə ⁵³		288	307	k - ə - - - - ⁵³	C V T
1820	Jinan	classifier (person)	一位客人	vej²¹	v e j ²¹		288	307	- v e j - - - ²¹	C V C T
1828	Kunming	classifier (person)	一个客人	kə²¹²	k ə ²¹²		288	307	k - ə - - - - ²¹²	C V T
1815	Meixian	classifier (person)	一个人客	ke⁵³	k e ⁵³		288	307	k - e - - - - ⁵³	C V T
1823	Nanchang	classifier (person)	一个客	ko⁴⁵	k o ⁴⁵		288	307	k - o - - - - ⁴⁵	C V T
1829	Shanghai	classifier (person)	一位客人	we¹³	w e ¹³		288	307	- w e - - - - ¹³	C V T
1826	Shexian	classifier (person)	一个客	ko³²⁴	k o ³²⁴		288	307	k - o - - - - ³²⁴	C V T
1825	Taiyuan	classifier (person)	一块客人	kwajuai⁴⁵	k w a j u a i ⁴⁵		288	307	k w a j u a i ⁴⁵	C C V C V V V T
1818	Xiamen	classifier (person)	一个人客	e³⁵	e ³⁵		288	307	- - e - - - - ³⁵	V T
1911	Chengdu	classifier (pig)	一条猪	tʰjawiau³¹	tʰ j a w i a u ³¹		758	686	tʰ j a w i a u ³¹	C C V C V V V T
1909	Guangzhou	classifier (pig)	一条猪	tʰju²¹	tʰ j u ²¹		758	686	tʰ j u - - - - ²¹	C C V T
1903	Guixian	classifier (pig)	一条猪	tʰjaoiao²¹	tʰ j a o i a o ²¹		758	686	tʰ j a o i a o ²¹	C C V V V V V T
1901	Meixian	classifier (pig)	一条猪	tʰjawiau¹¹	tʰ j a w i a u ¹¹		758	686	tʰ j a w i a u ¹¹	C C V C V V V T
1902	Changsha	classifier (pig)	一只猪	t͡ʂa²⁴	ʈʂ a ²⁴		681	624	ʈʂ - a - ²⁴	C V T
1908	Guangzhou	classifier (pig)	一只猪	ʦɛk³	ts ɛ k ³		681	624	ts - ɛ k ³	C V C T
1907	Hangzhou	classifier (pig)	一只猪	ʦɑʔ⁵	ts ɑ ʔ ⁵		681	624	ts - ɑ ʔ ⁵	C V C T
1910	Nanchang	classifier (pig)	一只猪	ʦɑʔ⁵	ts ɑ ʔ ⁵		681	624	ts - ɑ ʔ ⁵	C V C T
1919	Shanghai	classifier (pig)	一只猪猡	ʦaʔ⁵	ts a ʔ ⁵		681	624	ts - a ʔ ⁵	C V C T
1915	Shexian	classifier (pig)	一只猪	ʨi²¹	tɕ i ²¹		681	624	tɕ - i - ²¹	C V T
1904	Xiamen	classifier (pig)	一只猪	ʦjaʔ³²	ts j a ʔ ³²		681	624	ts j a ʔ ³²	C C V C T
1846	Changsha	classifier (pillow)	一床被子	ʨɥan¹³	tɕ ɥ a n ¹³		682	625	tɕ ɥ a n - - - ¹³	C C V C T
1854	Guangzhou	classifier (pillow)	一床被	ʦʰɔŋ²¹	tsʰ ɔ ŋ ²¹		682	625	tsʰ - ɔ ŋ - - - ²¹	C V C T
1847	Guixian	classifier (pillow)	一床被窝	ʦʰwaŋ²¹	tsʰ w a ŋ ²¹		682	625	tsʰ w a ŋ - - - ²¹	C C V C T
1852	Hangzhou	classifier (pillow)	一床棉被	ʣɥɑŋ²¹³	dz ɥ ɑ ŋ ²¹³		682	625	dz ɥ ɑ ŋ - - - ²¹³	C C V C T
1850	Hefei	classifier (pillow)	一床被	t͡ʂʰwɑ̃⁵⁵	ʈʂʰ w ɑ̃ ⁵⁵		682	625	ʈʂʰ w ɑ̃ - - - - ⁵⁵	C C V T
1851	Jinan	classifier (pillow)	一床被窝	t͡ʂʰwaŋ⁴²	ʈʂʰ w a ŋ ⁴²		682	625	ʈʂʰ w a ŋ - - - ⁴²	C C V C T
1862	Kunming	classifier (pillow)	一床被窝	ʦʰwaŋ²¹	tsʰ w a ŋ ²¹		682	625	tsʰ w a ŋ - - - ²¹	C C V C T
1856	Nanchang	classifier (pillow)	一床被火	ʦʰɔŋ²⁴	tsʰ ɔ ŋ ²⁴		682	625	tsʰ - ɔ ŋ - - - ²⁴	C V C T
1859	Shexian	classifier (pillow)	一床被	so⁴⁴	s o ⁴⁴		682	625	s - o - - - - ⁴⁴	C V T
1858	Taiyuan	classifier (pillow)	一块被子	kwajuai⁴⁵	k w a j u a i ⁴⁵		682	625	k w a j u a i ⁴⁵	C C V C V V V T
1849	Xiamen	classifier (pillow)	一床被	ʦʰŋ̍³⁵	tsʰ ŋ̍ ³⁵		682	625	tsʰ - - ŋ̍ - - - ³⁵	C C T
1853	Hangzhou	classifier (pillow)	一条被头	djɔ²¹³	d j ɔ ²¹³		516	496	d j ɔ ²¹³	C C V T
1863	Shanghai	classifier (pillow)	一条被头	djɔ¹³	d j ɔ ¹³		516	496	d j ɔ ¹³	C C V T
1860	Shexian	classifier (pillow)	一条被	tʰjɔ⁴⁴	tʰ j ɔ ⁴⁴		516	496	tʰ j ɔ ⁴⁴	C C V T
1865	Changsha	classifier (vehicle)	一部车子	pu¹¹	p u ¹¹		175	219	- p u ¹¹	C V T
1875	Chengdu	classifier (vehicle)	一架车	ʨja¹³	tɕ j a ¹³		175	219	tɕ j a ¹³	C C V T
1873	Guangzhou	classifier (vehicle)	一架车	ka³³	k a ³³		175	219	k - a ³³	C V T
1866	Guixian	classifier (vehicle)	一架车子	ʨja²¹³	tɕ j a ²¹³		175	219	tɕ j a ²¹³	C C V T
1872	Hangzhou	classifier (vehicle)	一部车子	bu¹³	b u ¹³		175	219	- b u ¹³	C V T
1874	Nanchang	classifier (vehicle)	一部车子	pʰu²¹	pʰ u ²¹		175	219	- pʰ u ²¹	C V T
1881	Shanghai	classifier (vehicle)	一部车子	bu¹³	b u ¹³		175	219	- b u ¹³	C V T
1878	Shexian	classifier (vehicle)	一部车	pʰu²²	pʰ u ²²		175	219	- pʰ u ²²	C V T
1868	Xiamen	classifier (vehicle)	一部车	pɔ²²	p ɔ ²²		175	219	- p ɔ ²²	C V T
1876	Chengdu	classifier (vehicle)	一挂车	kwa¹³	k w a ¹³		741	672	k w a ¹³	C C V T
1869	Hefei	classifier (vehicle)	一挂车	kwa⁵³	k w a ⁵³		741	672	k w a ⁵³	C C V T
1871	Jinan	classifier (vehicle)	一挂车	kwa²¹	k w a ²¹		741	672	k w a ²¹	C C V T
1877	Taiyuan	classifier (vehicle)	一挂车	kwa⁴⁵	k w a ⁴⁵		741	672	k w a ⁴⁵	C C V T
2397	Beijing	clean	干净	kan⁵⁵ʨiŋ²	k a n ⁵⁵ tɕ i ŋ ²		748	678	k a n ⁵⁵ tɕ - i ŋ ²	C V C T C V C T
2384	Changsha	clean	干净	kan³³ʦin⁵⁵	k a n ³³ ts i n ⁵⁵		748	678	k a n ³³ ts - i n ⁵⁵	C V C T C V C T
2394	Chengdu	clean	干净	kan⁵⁵ʨin¹³	k a n ⁵⁵ tɕ i n ¹³		748	678	k a n ⁵⁵ tɕ - i n ¹³	C V C T C V C T
2392	Guangzhou	clean	干净	kɔn⁵³ʦɛŋ²²	k ɔ n ⁵³ ts ɛ ŋ ²²		748	678	k ɔ n ⁵³ ts - ɛ ŋ ²²	C V C T C V C T
2386	Guixian	clean	干净	kan⁵⁵ʨin²¹³	k a n ⁵⁵ tɕ i n ²¹³		748	678	k a n ⁵⁵ tɕ - i n ²¹³	C V C T C V C T
2390	Hangzhou	clean	干净	kᴇ̃³³ʥin¹³	k ᴇ̃/ẽ̞ ³³ dʑ i n ¹³		748	678	k ᴇ̃/ẽ̞ - ³³ dʑ - i n ¹³	C V T C V C T
2389	Jinan	clean	干净	kã²¹³ʨiŋ	k ã ²¹³ tɕ i ŋ		748	678	k ã - ²¹³ tɕ - i ŋ -	C V T C V C
2398	Kunming	clean	干净	kᴀ̃⁴⁴ʨĩ²¹²	k ᴀ̃/ã̱ ⁴⁴ tɕ ĩ ²¹²		748	678	k ᴀ̃/ã̱ - ⁴⁴ tɕ - ĩ - ²¹²	C V T C V T
2393	Nanchang	clean	干净	kɵn⁴²ʨʰin⁰²	k ɵ n ⁴² tɕʰ i n ⁰²/¹²		748	678	k ɵ n ⁴² tɕʰ - i n ⁰²/¹²	C V C T C V C T
2396	Shexian	clean	干净	kɛ³¹ʦʰjʌ̃²²	k ɛ ³¹ tsʰ j ʌ̃ ²²		748	678	k ɛ - ³¹ tsʰ j ʌ̃ - ²²	C V T C C V T
2395	Taiyuan	clean	干净	kæ̃¹¹ʨjəŋ⁴⁵	k æ̃ ¹¹ tɕ j ə ŋ ⁴⁵		748	678	k æ̃ - ¹¹ tɕ j ə ŋ ⁴⁵	C V T C C V C T
2236	Guangzhou	cold	冻	toŋ³³	t o ŋ ³³		776	699	t - o ŋ ³³ - - - - -	C V C T
2241	Beijing	cold	冷	ləŋ²¹⁴	l ə ŋ ²¹⁴		177	221	l ə ŋ ²¹⁴	C V C T
2228	Changsha	cold	冷	lən⁴¹	l ə n ⁴¹		177	221	l ə n ⁴¹	C V C T
2238	Chengdu	cold	冷	nən⁵³	n ə n ⁵³		177	221	n ə n ⁵³	C V C T
2229	Guixian	cold	冷	len⁴²	l e n ⁴²		177	221	l e n ⁴²	C V C T
2234	Hangzhou	cold	冷	len⁵³	l e n ⁵³		177	221	l e n ⁵³	C V C T
2232	Hefei	cold	冷	lən²⁴	l ə n ²⁴		177	221	l ə n ²⁴	C V C T
2233	Jinan	cold	冷	ləŋ⁵⁵	l ə ŋ ⁵⁵		177	221	l ə ŋ ⁵⁵	C V C T
2242	Kunming	cold	冷	lə̃⁵³	l ə̃ ⁵³		177	221	l ə̃ - ⁵³	C V T
2237	Nanchang	cold	冷	lɑŋ²¹³	l ɑ ŋ ²¹³		177	221	l ɑ ŋ ²¹³	C V C T
2243	Shanghai	cold	冷	lã¹³	l ã ¹³		177	221	l ã - ¹³	C V T
2240	Shexian	cold	冷	lɛ³⁵	l ɛ ³⁵		177	221	l ɛ - ³⁵	C V T
2231	Xiamen	cold	冷	liŋ⁵³	l i ŋ ⁵³		177	221	l i ŋ ⁵³	C V C T
1348	Beijing	cook	厨子	t͡ʂʰu³⁵ʦɿ³	ʈʂʰ u ³⁵ ts ɿ ³		523	502	ʈʂʰ u ³⁵ ts ɿ - ³ - - -	C V T C V T
1337	Chengdu	cook	厨师	ʦʰu³¹sɿ⁵⁵	tsʰ u ³¹ s ɿ ⁵⁵		523	502	tsʰ u ³¹ s ɿ - ⁵⁵ - - -	C V T C V T
1330	Guixian	cook	厨子	ʦʰu²¹ʦɿ⁴²	tsʰ u ²¹ ts ɿ ⁴²		523	502	tsʰ u ²¹ ts ɿ - ⁴² - - -	C V T C V T
1332	Hefei	cook	厨子	tʰu⁵⁵ʦə	tʰ u ⁵⁵ ts ə		523	502	tʰ u ⁵⁵ ts ə - - - - -	C V T C V
1333	Jinan	cook	厨师	t͡ʂʰu⁴²ʂʅ²¹³	ʈʂʰ u ⁴² ʂ ʅ ²¹³		523	502	ʈʂʰ u ⁴² ʂ ʅ - ²¹³ - - -	C V T C V T
1349	Kunming	cook	厨子	t͡ʂʰu³¹ʦɿ⁵³	ʈʂʰ u ³¹ ts ɿ ⁵³		523	502	ʈʂʰ u ³¹ ts ɿ - ⁵³ - - -	C V T C V T
1325	Meixian	cook	厨师	ʦʰu¹¹sɿ⁴⁴	tsʰ u ¹¹ s ɿ ⁴⁴		523	502	tsʰ u ¹¹ s ɿ - ⁴⁴ - - -	C V T C V T
1350	Shanghai	cook	厨师	zɿ¹³sɿ⁵³	z ɿ ¹³ s ɿ ⁵³		523	502	z ɿ ¹³ s ɿ - ⁵³ - - -	C V T C V T
1342	Taiyuan	cook	厨子	ʦʰu¹¹ʦəʔ	tsʰ u ¹¹ ts ə ʔ		523	502	tsʰ u ¹¹ ts ə ʔ - - - -	C V T C V C
1331	Xiamen	cook	厨子师	tɔ³⁵ʦi⁵³saj	t ɔ ³⁵ ts i ⁵³ s a j		523	502	t ɔ ³⁵ ts i - ⁵³ s a j	C V T C V T C V C
1347	Beijing	cook	大师傅	ta⁵¹ʂʅ¹fu¹	t a ⁵¹ ʂ ʅ ¹ f u ¹		710	645	t a - ⁵¹ ʂ ʅ ¹ f u ¹	C V T C V T C V T
1329	Changsha	cook	大师傅	taj¹¹sɿ³³fu	t a j ¹¹ s ɿ ³³ f u		710	645	t a j ¹¹ s ɿ ³³ f u -	C V C T C V T C V
1338	Chengdu	cook	大师傅	ta¹³sɿ⁵⁵fu¹³	t a ¹³ s ɿ ⁵⁵ f u ¹³		710	645	t a - ¹³ s ɿ ⁵⁵ f u ¹³	C V T C V T C V T
1336	Nanchang	cook	大师傅	tʰaj²¹sɿ⁴²fu⁰²	tʰ a j ²¹ s ɿ ⁴² f u ⁰²/¹²		710	645	tʰ a j ²¹ s ɿ ⁴² f u ⁰²/¹²	C V C T C V T C V T
1343	Taiyuan	cook	大师傅	ta⁴⁵sɿ¹¹fu⁴⁵	t a ⁴⁵ s ɿ ¹¹ f u ⁴⁵		710	645	t a - ⁴⁵ s ɿ ¹¹ f u ⁴⁵	C V T C V T C V T
988	Guixian	daughter	姑娘	ku⁵⁵ljaŋ⁵⁵	k u ⁵⁵ l j a ŋ ⁵⁵		461	449	- - - - - k u ⁵⁵ l j a ŋ ⁵⁵ - - -	C V T C C V C T
1000	Taiyuan	daughter	姑娘	ku¹¹njɒ̃¹¹	k u ¹¹ n j ɒ̃ ¹¹		461	449	- - - - - k u ¹¹ n j ɒ̃ - ¹¹ - - -	C V T C C V T
987	Changsha	daughter	女	ȵy⁴¹	ɲ y ⁴¹		202	241	ɲ y - ⁴¹	C V T
995	Guangzhou	daughter	女	nøɥ²³	n ø ɥ ²³		202	241	n ø ɥ ²³	C V C T
996	Nanchang	daughter	女	ȵy²¹³	ɲ y ²¹³		202	241	ɲ y - ²¹³	C V T
1001	Shexian	daughter	女	ny³⁵	n y ³⁵		202	241	n y - ³⁵	C V T
991	Guixian	daughter	女娃儿	li⁴²wa²¹ɚ⁵⁵	l i ⁴² w a ²¹ ɚ ⁵⁵		520	500	l i ⁴² w - a - ²¹ ɚ - ⁵⁵	C V T C V T V T
1002	Beijing	daughter	闺女	kwejuei⁵⁵ny²	k w e j u/w e i ⁵⁵ n y ²		119	170	k w e j u/w e i ⁵⁵ n y ²	C C V C V V V T C V T
994	Jinan	daughter	闺女	kwejuei²¹³ȵy	k w e j u/w e i ²¹³ ɲ y		119	170	k w e j u/w e i ²¹³ ɲ y -	C C V C V V V T C V
999	Taiyuan	daughter	闺女	kwejuei¹¹ny⁵³	k w e j u/w e i ¹¹ n y ⁵³		119	170	k w e j u/w e i ¹¹ n y ⁵³	C C V C V V V T C V T
1511	Beijing	die	死了	sɿ²¹⁴lə⁴	s ɿ ²¹⁴ l ə ⁴		1000	3	s ɿ ²¹⁴ - - - - l - - - - ə ⁴ - -	C V T C V T
1499	Chengdu	die	死了	sɿ⁵³no	s ɿ ⁵³ n o		1000	3	s ɿ ⁵³ n o - - - - - - - - - - -	C V T C V
1481	Guixian	die	死了	sɿ⁴²əw²¹³	s ɿ ⁴² ə w ²¹³		1000	3	s ɿ ⁴² - - - - - - ə w - - ²¹³ - -	C V T V C T
1493	Hangzhou	die	死了得	sɿ⁵³ljɔ⁵³tə	s ɿ ⁵³ l j ɔ ⁵³ t ə		1000	3	s ɿ ⁵³ - - - - l j - - - ɔ ⁵³ t ə	C V T C C V T C V
1476	Meixian	die	死撇了	si³¹pʰet¹le	s i ³¹ pʰ e t ¹ l e		1000	3	s i ³¹ pʰ e t ¹ l - - - - e - - -	C V T C V C T C V
1496	Nanchang	die	死不了	sɿ²¹³pɨʔ⁰⁴ljɛwiɛu⁰⁴	s ɿ ²¹³ p ɨ ʔ ⁰⁴/¹⁴ l j ɛ w i ɛu ⁰⁴/¹⁴		1000	3	s ɿ ²¹³ p ɨ ʔ ⁰⁴/¹⁴ l j ɛ w i ɛu ⁰⁴/¹⁴ - -	C V T C V C T C C V C V V T
2354	Changsha	dirty	邋遢	la²⁴tʰa²⁴	l a ²⁴ tʰ a ²⁴		422	419	l a - ²⁴ tʰ a - ²⁴	C V T C V T
2374	Chengdu	dirty	邋遢	na³¹tʰa³¹	n a ³¹ tʰ a ³¹		422	419	n a - ³¹ tʰ a - ³¹	C V T C V T
2368	Guangzhou	dirty	邋遢	lat²tʰat³	l a t ² tʰ a t ³		422	419	l a t ² tʰ a t ³	C V C T C V C T
2363	Jinan	dirty	邋遢	la²¹³tʰa	l a ²¹³ tʰ a		422	419	l a - ²¹³ tʰ a - -	C V T C V
2370	Nanchang	dirty	邋遢	laʔ⁵tʰaʔ⁰²	l a ʔ ⁵ tʰ a ʔ ⁰²/¹²		422	419	l a ʔ ⁵ tʰ a ʔ ⁰²/¹²	C V C T C V C T
2378	Shexian	dirty	邋遢	la²¹tʰaʔ²¹	l a ²¹ tʰ a ʔ ²¹		422	419	l a - ²¹ tʰ a ʔ ²¹	C V T C V C T
2379	Beijing	dirty	脏	ʦɑŋ⁵⁵	ts ɑ ŋ ⁵⁵		959	861	ts ɑ ŋ ⁵⁵	C V C T
2371	Chengdu	dirty	脏	ʦaŋ⁵⁵	ts a ŋ ⁵⁵		959	861	ts a ŋ ⁵⁵	C V C T
2357	Guixian	dirty	脏	ʦaŋ⁵⁵	ts a ŋ ⁵⁵		959	861	ts a ŋ ⁵⁵	C V C T
2359	Hefei	dirty	脏	ʦɑ̃	ts ɑ̃		959	861	ts ɑ̃ - -	C V
2362	Jinan	dirty	脏	ʦaŋ²¹³	ts a ŋ ²¹³		959	861	ts a ŋ ²¹³	C V C T
2380	Kunming	dirty	脏	ʦᴀ̃⁴⁴	ts ᴀ̃/ã̱ ⁴⁴		959	861	ts ᴀ̃/ã̱ - ⁴⁴	C V T
2373	Chengdu	dirty	龌龊	o³¹ʦʰo³¹	o ³¹ tsʰ o ³¹		1096	82	- o - ³¹ tsʰ o - ³¹	V T C V T
2366	Hangzhou	dirty	龌龊	ʔoʔ⁵ʦʰoʔ⁵	ʔ o ʔ ⁵ tsʰ o ʔ ⁵		1096	82	ʔ o ʔ ⁵ tsʰ o ʔ ⁵	C V C T C V C T
2382	Shanghai	dirty	龌龊	oʔ⁵ʦʰoʔ⁵	o ʔ ⁵ tsʰ o ʔ ⁵		1096	82	- o ʔ ⁵ tsʰ o ʔ ⁵	V C T C V C T
1321	Beijing	doctor	医生	i⁵⁵ʂəŋ²	i ⁵⁵ ʂ ə ŋ ²		822	737	- i ⁵⁵ ʂ ə ŋ ²	V T C V C T
1300	Changsha	doctor	医生	i³³sən³³	i ³³ s ə n ³³		822	737	- i ³³ s ə n ³³	V T C V C T
1315	Chengdu	doctor	医生	i⁵⁵sən⁵⁵	i ⁵⁵ s ə n ⁵⁵		822	737	- i ⁵⁵ s ə n ⁵⁵	V T C V C T
1312	Guangzhou	doctor	医生	ji⁵⁵sɐŋ⁵⁵	j i ⁵⁵ s ɐ ŋ ⁵⁵		822	737	j i ⁵⁵ s ɐ ŋ ⁵⁵	C V T C V C T
1302	Guixian	doctor	医生	i⁵⁵sen⁵⁵	i ⁵⁵ s e n ⁵⁵		822	737	- i ⁵⁵ s e n ⁵⁵	V T C V C T
1310	Hangzhou	doctor	医生	ʔi³³sen³³	ʔ i ³³ s e n ³³		822	737	ʔ i ³³ s e n ³³	C V T C V C T
1307	Hefei	doctor	医生	zɿ²¹sən	z ɿ ²¹ s ə n		822	737	z ɿ ²¹ s ə n -	C V T C V C
1323	Kunming	doctor	医生	i⁴⁴sə̃⁴⁴	i ⁴⁴ s ə̃ ⁴⁴		822	737	- i ⁴⁴ s ə̃ - ⁴⁴	V T C V T
1299	Meixian	doctor	医生	i⁴⁴sen⁴⁴	i ⁴⁴ s e n ⁴⁴		822	737	- i ⁴⁴ s e n ⁴⁴	V T C V C T
1313	Nanchang	doctor	医生	i⁴²sɛn⁴²	i ⁴² s ɛ n ⁴²		822	737	- i ⁴² s ɛ n ⁴²	V T C V C T
1324	Shanghai	doctor	医生	i⁵³sã⁵³	i ⁵³ s ã ⁵³		822	737	- i ⁵³ s ã - ⁵³	V T C V T
1317	Taiyuan	doctor	医生	i¹¹səŋ¹¹	i ¹¹ s ə ŋ ¹¹		822	737	- i ¹¹ s ə ŋ ¹¹	V T C V C T
1305	Xiamen	doctor	医生	i⁵⁵siŋ⁵⁵	i ⁵⁵ s i ŋ ⁵⁵		822	737	- i ⁵⁵ s i ŋ ⁵⁵	V T C V C T
1301	Changsha	doctor	郎中	lan¹³t͡ʂoŋ³³	l a n ¹³ ʈʂ o ŋ ³³		998	893	l a n ¹³ ʈʂ o ŋ ³³	C V C T C V C T
1314	Nanchang	doctor	郎中	lɔŋ⁴⁵ʦuŋ⁴²	l ɔ ŋ ⁴⁵ ts u ŋ ⁴²		998	893	l ɔ ŋ ⁴⁵ ts u ŋ ⁴²	C V C T C V C T
1320	Shexian	doctor	郎中	la⁴⁴ʦʌ̃³¹	l a ⁴⁴ ts ʌ̃ ³¹		998	893	l a - ⁴⁴ ts ʌ̃ - ³¹	C V T C V T
1304	Guixian	doctor	先生	ɕjan⁵⁵sen⁵⁵	ɕ j a n ⁵⁵ s e n ⁵⁵		200	239	ɕ j a n ⁵⁵ s e n ⁵⁵	C C V C T C V C T
1309	Jinan	doctor	先生	ɕjã²¹³ʂəŋ	ɕ j ã ²¹³ ʂ ə ŋ		200	239	ɕ j ã - ²¹³ ʂ ə ŋ -	C C V T C V C
1319	Shexian	doctor	先生	se³¹sɛ	s e ³¹ s ɛ		200	239	s - e - ³¹ s ɛ - -	C V T C V
1316	Taiyuan	doctor	先生	ɕje¹¹səŋ¹¹	ɕ j e ¹¹ s ə ŋ ¹¹		200	239	ɕ j e - ¹¹ s ə ŋ ¹¹	C C V T C V C T
1306	Xiamen	doctor	先生	sjan⁵⁵sĩ⁵⁵	s j a n ⁵⁵ s ĩ ⁵⁵		200	239	s j a n ⁵⁵ s ĩ - ⁵⁵	C C V C T C V T
514	Beijing	doorsills	门坎儿	mən³⁵kʰar²¹⁴	m ə n ³⁵ kʰ a r ²¹⁴		612	564	m ə n ³⁵ kʰ a r ²¹⁴	C V C T C V C T
503	Changsha	doorsills	门坎	mən¹³kʰan⁴¹	m ə n ¹³ kʰ a n ⁴¹		612	564	m ə n ¹³ kʰ a n ⁴¹	C V C T C V C T
509	Guangzhou	doorsills	门坎	mun²¹hɐm	m u n ²¹ h ɐ m		612	564	m u n ²¹ h ɐ m -	C V C T C V C
504	Guixian	doorsills	门坎	men²¹kʰan⁴²	m e n ²¹ kʰ a n ⁴²		612	564	m e n ²¹ kʰ a n ⁴²	C V C T C V C T
508	Hangzhou	doorsills	门坎	men²¹³kʰᴇ̃⁵³	m e n ²¹³ kʰ ᴇ̃/ẽ̞ ⁵³		612	564	m e n ²¹³ kʰ ᴇ̃/ẽ̞ - ⁵³	C V C T C V T
506	Hefei	doorsills	门坎	mən⁵⁵kʰæ̃²⁴	m ə n ⁵⁵ kʰ æ̃ ²⁴		612	564	m ə n ⁵⁵ kʰ æ̃ - ²⁴	C V C T C V T
515	Kunming	doorsills	门坎	mə̃³¹kʰᴀ̃⁵³	m ə̃ ³¹ kʰ ᴀ̃/ã̱ ⁵³		612	564	m ə̃ - ³¹ kʰ ᴀ̃/ã̱ - ⁵³	C V T C V T
510	Nanchang	doorsills	门坎	mɨn⁴⁵kan⁰⁴	m ɨ n ⁴⁵ k a n ⁰⁴/¹⁴		612	564	m ɨ n ⁴⁵ k a n ⁰⁴/¹⁴	C V C T C V C T
511	Chengdu	doorsills	门槛	mən³¹kʰan⁵³	m ə n ³¹ kʰ a n ⁵³		650	595	m ə n ³¹ kʰ - a n ⁵³ - -	C V C T C V C T
507	Jinan	doorsills	门槛子	mẽ⁴²ʨʰjã²¹ʦɿ	m ẽ ⁴² tɕʰ j ã ²¹ ts ɿ		650	595	m ẽ - ⁴² tɕʰ j ã - ²¹ ts ɿ	C V T C C V T C V
516	Shanghai	doorsills	门槛	məŋ¹³kʰe³⁵	m ə ŋ ¹³ kʰ e ³⁵		650	595	m ə ŋ ¹³ kʰ - e - ³⁵ - -	C V C T C V T
513	Shexian	doorsills	门槛	mʌ̃⁴⁴kʰɛ³⁵	m ʌ̃ ⁴⁴ kʰ ɛ ³⁵		650	595	m ʌ̃ - ⁴⁴ kʰ - ɛ - ³⁵ - -	C V T C V T
2694	Beijing	eight	八	pa⁵⁵	p a ⁵⁵		782	702	p - a - ⁵⁵	C V T
2683	Changsha	eight	八	pa²⁴	p a ²⁴		782	702	p - a - ²⁴	C V T
2691	Chengdu	eight	八	pa³¹	p a ³¹		782	702	p - a - ³¹	C V T
