ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
879	Maori	person/human being	tangata	tangata	t a ŋ a t a		58	t a ŋ a t a	C V C V C V	t a ŋ a t a	t a ŋ a t a	C V C V C V
4258	MeleFila	person/human being	taŋata	taŋata	t a ŋ a t a		58	t a ŋ a t a	C V C V C V	t a ŋ a t a	t a ŋ a t a	C V C V C V
4945	Niuean	person/human being	taŋata	taŋata	t a ŋ a t a	Man, person, mankind (Mce)	58	t a ŋ a t a	C V C V C V	t a ŋ a t a	t a ŋ a t a	C V C V C V
3464	NorthMarquesan	person/human being	kenana	kenana	k e n a n a	Homme, en general (Dln)	58	k e n a n a	C V C V C V	k e n a n a	k e n a n a	C V C V C V
6191	Penrhyn	person/human being	tangata	tangata	t a ŋ a t a	Man	58	t a ŋ a t a	C V C V C V	t a ŋ a t a	t a ŋ a t a	C V C V C V
649	Polynesian	person/human being	*taŋata	*taŋata	t a ŋ a t a		58	t a ŋ a t a	C V C V C V	t a ŋ a t a	t a ŋ a t a	C V C V C V
4041	Pukapuka	person/human being	tangata	tangata	t a ŋ a t a		58	t a ŋ a t a	C V C V C V	t a ŋ a t a	t a ŋ a t a	C V C V C V
4456	Raivavae	person/human being	taʔata	taʔata	t a ʔ a t a		58	t a ʔ a t a	C V C V C V	t a ʔ a t a	t a ʔ a t a	C V C V C V
2702	RakahangaManihiki	person/human being	tangata	tangata	t a ŋ a t a	man/person	58	t a ŋ a t a	C V C V C V	t a ŋ a t a	t a ŋ a t a	C V C V C V
1763	Rapanui	person/human being	tagata	tagata	t a ŋ a t a	man	58	t a ŋ a t a	C V C V C V	t a ŋ a t a	t a ŋ a t a	C V C V C V
7380	Anuta	rain	ua	ua	u a	Rain	59	u - - - a	V V	- u - - - a	u a	V V
3629	EastFutuna	rain	'ua-ina	'ua-ina	u a i n a	Rain, to rain (Bgs)	59	u a i n a	V V V C V	ʔ u a i n a	ʔ u a i n a	C V V V C V
333	EastUvea	rain	'ua	'ua	u a	Rain	59	u - - - a	V V	ʔ u - - - a	ʔ u a	C V V
1453	Emae	rain	u·a	u·a	u a		59	u - - - a	V V	- u - - - a	u a	V V
5353	FutunaAniwa	rain	ua	ua	u a		59	u - - - a	V V	- u - - - a	u a	V V
5596	Hawaiian	rain	ua	ua	u a		59	u - - - a	V V	- u - - - a	u a	V V
1008	Kapingamarangi	rain	ua	ua	u a	Rain	59	u - - - a	V V	- u - - - a	u a	V V
2154	Luangiua	rain	'ua	'ua	u a	Rain	59	u - - - a	V V	ʔ u - - - a	ʔ u a	C V V
1916	Mangareva	rain	ua	ua	u a		59	u - - - a	V V	- u - - - a	u a	V V
795	Maori	rain	ua	ua	u a		59	u - - - a	V V	- u - - - a	u a	V V
4189	MeleFila	rain	ua	ua	u a		59	u - - - a	V V	- u - - - a	u a	V V
4848	Niuean	rain	uha	uha	u h a	Rain	59	u - - h a	V C V	- u - - h a	u h a	V C V
3345	NorthMarquesan	rain	ua	ua	u a	Pluie (Dln)	59	u - - - a	V V	- u - - - a	u a	V V
6334	Nukeria	rain	ua	ua	u a		59	u - - - a	V V	- u - - - a	u a	V V
6111	Penrhyn	rain	ua	ua	u a	Rain	59	u - - - a	V V	- u - - - a	u a	V V
567	Polynesian	rain	*quha	*quha	u h a	(noun)	59	u - - h a	V C V	ʔ u - - h a	ʔ u h a	C V C V
3931	Pukapuka	rain	u(w)a	ua	u a		59	u - - - a	V V	- u - - - a	u a	V V
2605	RakahangaManihiki	rain	ua	ua	u a		59	u - - - a	V V	- u - - - a	u a	V V
1667	Rapanui	rain	ûa	ûa	uː a		59	uː - - - a	V V	ʔ uː - - - a	ʔ uː a	C V V
7411	Anuta	rat	kumaa	kumaa	k u m aː	Rat (Fbg)	303	k u m - - - - aː	C V C V	k u m - - - - aː	k u m aː	C V C V
370	EastUvea	rat	kuma	kuma	k u m a	Rat	303	k u m - - - - a	C V C V	k u m - - - - a	k u m a	C V C V
4885	Niuean	rat	kumaa	kumaa	k u m aː	Rat	303	k u m - - - - aː	C V C V	k u m - - - - aː	k u m aː	C V C V
3384	NorthMarquesan	rat	kumakuma	kumakuma	k u m a k u m a	Rat (Dln)	303	k u m a k u m a	C V C V C V C V	k u m a k u m a	k u m a k u m a	C V C V C V C V
598	Polynesian	rat	*kumaa	*kumaa	k u m aː		303	k u m - - - - aː	C V C V	k u m - - - - aː	k u m aː	C V C V
7410	Anuta	rat	kiore	kiore	k i o r e		250	k i o r e	C V V C V	k i o r e	k i o r e	C V V C V
5629	Hawaiian	rat	'iole	'iole	ʔ i o l e		250	ʔ i o l e	C V V C V	ʔ i o l e	ʔ i o l e	C V V C V
2183	Luangiua	rat	iole	iole	i o l e	Pollex 06: Iole. :Rat (Hbn).	250	- i o l e	V V C V	- i o l e	i o l e	V V C V
1954	Mangareva	rat	kiore	kiore	k i o r e		250	k i o r e	C V V C V	k i o r e	k i o r e	C V V C V
829	Maori	rat	kiore	kiore	k i o r e		250	k i o r e	C V V C V	k i o r e	k i o r e	C V V C V
3385	NorthMarquesan	rat	kio'e	kio'e	k i o ʔ e	Rat	250	k i o ʔ e	C V V C V	k i o ʔ e	k i o ʔ e	C V V C V
6139	Penrhyn	rat	kire	kire	k i r e	Polynesian Rat (Rattus exulans) (Cbl)	250	k i - r e	C V C V	k i - r e	k i r e	C V C V
3971	Pukapuka	rat	kiole	kiole	k i o l e		250	k i o l e	C V V C V	k i o l e	k i o l e	C V V C V
4410	Raivavae	rat	ʔioGe	ʔioGe	ʔ i o ɢ e		250	ʔ i o ɢ e	C V V C V	ʔ i o ɢ e	ʔ i o ɢ e	C V V C V
1700	Rapanui	rat	kio'e	kio'e	k i o ʔ e	Rat (Fts) B. [<] (Note: Marquesan not Pascuan)	250	k i o ʔ e	C V V C V	k i o ʔ e	k i o ʔ e	C V V C V
3668	EastFutuna	rat	kimoa	kimoa	k i m o a		345	k i m o a	C V C V V	k i m o a	k i m o a	C V C V V
1480	Emae	rat	kimoa	kimoa	k i m o a		345	k i m o a	C V C V V	k i m o a	k i m o a	C V C V V
5387	FutunaAniwa	rat	kimoa	kimoa	k i m o a		345	k i m o a	C V C V V	k i m o a	k i m o a	C V C V V
4218	MeleFila	rat	kimoa	kimoa	k i m o a		345	k i m o a	C V C V V	k i m o a	k i m o a	C V C V V
6370	Nukeria	rat	kimoa	kimoa	k i m o a		345	k i m o a	C V C V V	k i m o a	k i m o a	C V C V V
3604	EastFutuna	red	kula	kula	k u l a	Red	304	k u l a	C V C V	k u l a	k u l a	C V C V
312	EastUvea	red	kula	kula	k u l a	Pollex 06: Kula. Red.	304	k u l a	C V C V	k u l a	k u l a	C V C V
5576	Hawaiian	red	'ula	'ula	ʔ u l a		304	ʔ u l a	C V C V	ʔ u l a	ʔ u l a	C V C V
1890	Mangareva	red	kura	kura	k u r a		304	k u r a	C V C V	k u r a	k u r a	C V C V
4828	Niuean	red	kula	kula	k u l a	Red	304	k u l a	C V C V	k u l a	k u l a	C V C V
3322	NorthMarquesan	red	kuwa	kuwa	k u w a	Red, applied to feathers, cloth etc. imported to the islands,also to the scarlet berries or peas used in their ornaments (Crk)	304	k u w a	C V C V	k u w a	k u w a	C V C V
6093	Penrhyn	red	kura	kura	k u r a	Red	304	k u r a	C V C V	k u r a	k u r a	C V C V
551	Polynesian	red	*kula	*kula	k u l a		304	k u l a	C V C V	k u l a	k u l a	C V C V
3909	Pukapuka	red	kula	kula	k u l a		304	k u l a	C V C V	k u l a	k u l a	C V C V
2582	RakahangaManihiki	red	kura	kura	k u r a	red	304	k u r a	C V C V	k u r a	k u r a	C V C V
7360	Anuta	red	mero	mero	m e r o	Red (Fbg)	60	m - e r o	C V C V	m - e r o	m e r o	C V C V
3603	EastFutuna	red	mea	mea	m e a	Reddish	60	m - e - a	C V V	m - e - a	m e a	C V V
5331	FutunaAniwa	red	mea	mea	m e a	Brown,  red	60	m - e - a	C V V	m - e - a	m e a	C V V
991	Kapingamarangi	red	mmee	mmee	m m eː	Reddish (Lbr)	60	m m eː - -	C C V	m m eː - -	m m eː	C C V
2138	Luangiua	red	mea	mea	m e a	Red	60	m - e - a	C V V	m - e - a	m e a	C V V
4173	MeleFila	red	mea	mea	m e a		60	m - e - a	C V V	m - e - a	m e a	C V V
6314	Nukeria	red	mmea	mmea	m m e a		60	m m e - a	C C V V	m m e - a	m m e a	C C V V
3908	Pukapuka	red	melo	melo	m e l o		60	m - e l o	C V C V	m - e l o	m e l o	C V C V
1647	Rapanui	red	mea	mea	m e a	Rosado (Egt)	60	m - e - a	C V V	m - e - a	m e a	C V V
7515	Anuta	right	matau	matau	m a t a u		958	m a t a - u	C V C V V	m a t a - u	m a t a u	C V C V V
497	EastUvea	right	mata'u	mata'u	m a t a ʔ u	Right (not left)	958	m a t a ʔ u	C V C V C V	m a t a ʔ u	m a t a ʔ u	C V C V C V
1569	Emae	right	matau	matau	m a t a u		958	m a t a - u	C V C V V	m a t a - u	m a t a u	C V C V V
5503	FutunaAniwa	right	matau	matau	m a t a u		958	m a t a - u	C V C V V	m a t a - u	m a t a u	C V C V V
5738	Hawaiian	right	'ākau	'ākau	ʔ aː k a u		958	ʔ aː k a - u	C V C V V	ʔ aː k a - u	ʔ aː k a u	C V C V V
1143	Kapingamarangi	right	tau	tau	t a u	Right (not left) [<]	958	- - t a - u	C V V	- - t a - u	t a u	C V V
929	Maori	right	matau	matau	m a t a u		958	m a t a - u	C V C V V	m a t a - u	m a t a u	C V C V V
4305	MeleFila	right	matau	matau	m a t a u		958	m a t a - u	C V C V V	m a t a - u	m a t a u	C V C V V
5001	Niuean	right	matau	matau	m a t a u	Right (not left)	958	m a t a - u	C V C V V	m a t a - u	m a t a u	C V C V V
6496	Nukeria	right	maua	maua	m a u a		958	m a - u - a	C V V V	m a - u - a	m a u a	C V V V
6239	Penrhyn	right	katau	katau	k a t a u	Pollex 06: Katau. :Right, dextral side (Sta).	958	k a t a - u	C V C V V	k a t a - u	k a t a u	C V C V V
4116	Pukapuka	right	mātau	mātau	m aː t a u		958	m aː t a - u	C V C V V	m aː t a - u	m aː t a u	C V C V V
4505	Raivavae	right	ʔatau	ʔatau	ʔ a t a u		958	ʔ a t a - u	C V C V V	ʔ a t a - u	ʔ a t a u	C V C V V
2779	RakahangaManihiki	right	katau	katau	k a t a u	right (hand)	958	k a t a - u	C V C V V	k a t a - u	k a t a u	C V C V V
1821	Rapanui	right	mata'u	mata'u	m a t a ʔ u	Right (not left)	958	m a t a ʔ u	C V C V C V	m a t a ʔ u	m a t a ʔ u	C V C V C V
7512	Anuta	road/path	ara	ara	a r a	Road (Yen)	61	a r a	V C V	- - - - a r a	a r a	V C V
3801	EastFutuna	road/path	ala	ala	a l a	Road	61	a l a	V C V	- - - - a l a	a l a	V C V
494	EastUvea	road/path	ala	ala	a l a	Road, path	61	a l a	V C V	- - - - a l a	a l a	V C V
1566	Emae	road/path	ara	ara	a r a		61	a r a	V C V	- - - - a r a	a r a	V C V
5735	Hawaiian	road/path	ala	ala	a l a		61	a l a	V C V	- - - - a l a	a l a	V C V
1137	Kapingamarangi	road/path	ala	ala	a l a	Road, path (Lbr)	61	a l a	V C V	- - - - a l a	a l a	V C V
2286	Luangiua	road/path	ala	ala	a l a	Road	61	a l a	V C V	- - - - a l a	a l a	V C V
2071	Mangareva	road/path	ara	ara	a r a		61	a r a	V C V	- - - - a r a	a r a	V C V
926	Maori	road/path	ara	ara	a r a		61	a r a	V C V	- - - - a r a	a r a	V C V
4302	MeleFila	road/path	ara	ara	a r a		61	a r a	V C V	- - - - a r a	a r a	V C V
4998	Niuean	road/path	hala	hala	a l a	Road	61	a l a	V C V	- - h - a l a	h a l a	C V C V
6236	Penrhyn	road/path	ara	ara	a r a	Road, path	61	a r a	V C V	- - - - a r a	a r a	V C V
696	Polynesian	road/path	*hala	*hala	a l a		61	a l a	V C V	- - h - a l a	h a l a	C V C V
4113	Pukapuka	road/path	ngutuala	ngutuala	a l a		61	a l a	V C V	ŋ u t u a l a	ŋ u t u a l a	C V C V V C V
2775	RakahangaManihiki	road/path	ara	ara	a r a		61	a r a	V C V	- - - - a r a	a r a	V C V
1818	Rapanui	road/path	ara	ara	a r a	Road	61	a r a	V C V	- - - - a r a	a r a	V C V
3652	EastFutuna	root	aka	aka	a k a	Root	525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
355	EastUvea	root	aka	aka	a k a	Root	525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
1470	Emae	root	kai rakau	kai rakau	a i r a k a		525	a i r a k - a	V V C V C V	k a i r a k - a - u	k a i r a k a u	C V V C V C V V
5371	FutunaAniwa	root	-akai	-akai	a k a		525	a - - - k - a	V C V	- a - - - k - a - i	a k a i	V C V V
5616	Hawaiian	root	a'a	a'a	a ʔ a		525	a - - - ʔ - a	V C V	- a - - - ʔ - a - -	a ʔ a	V C V
1024	Kapingamarangi	root	aga	aga	a g a	Root of tree or plant (Lbr)	525	a - - - g - a	V C V	- a - - - g - a - -	a g a	V C V
2170	Luangiua	root	paìaà	paìaà	a ʔ i a	Roots (Tpe)	525	a - ʔ i - - a	V C V V	p a - ʔ i - - a ʔ a	p a ʔ i a ʔ a	C V C V V C V
1938	Mangareva	root	aka	aka	a k a		525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
816	Maori	root	paki|aka	paki aka	a k i a		525	a - - - k i a	V C V V	p a - - - k i a k a	p a k i a k a	C V C V V C V
4208	MeleFila	root	kasikoa	kasikoa	a s i k o		525	a - s i k - o	V C V C V	k a - s i k - o - a	k a s i k o a	C V C V C V V
4867	Niuean	root	aka	aka	a k a	Creeper, Kudzu Bean (Pueraria thunbergiana) (McE)	525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
3367	NorthMarquesan	root	aka	aka	a k a	Racine (Dln)	525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
6353	Nukeria	root	patiaka	patiaka	a t i a	(surface roots),	525	a - t i - - a	V C V V	p a - t i - - a k a	p a t i a k a	C V C V V C V
6127	Penrhyn	root	aka	aka	a k a	Root; sprout	525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
585	Polynesian	root	*aka	*aka	a k a		525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
3954	Pukapuka	root	aka	aka	a k a		525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
4399	Raivavae	root	aʔa	aʔa	a ʔ a		525	a - - - ʔ - a	V C V	- a - - - ʔ - a - -	a ʔ a	V C V
2625	RakahangaManihiki	root	aka	aka	a k a		525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
1688	Rapanui	root	aka	aka	a k a	Root	525	a - - - k - a	V C V	- a - - - k - a - -	a k a	V C V
3722	EastFutuna	rope	taula	taula	t a u l a	Ancre, cable (Gzl)	1396	t a u l a	C V V C V	t a u l a	t a u l a	C V V C V
421	EastUvea	rope	taula	taula	t a u l a	Ancre, cable (Btn)	1396	t a u l a	C V V C V	t a u l a	t a u l a	C V V C V
5430	FutunaAniwa	rope	taura	taura	t a u r a	Rope (Cpl)	1396	t a u r a	C V V C V	t a u r a	t a u r a	C V V C V
5670	Hawaiian	rope	kaula	kaula	k a u l a		1396	k a u l a	C V V C V	k a u l a	k a u l a	C V V C V
1074	Kapingamarangi	rope	taura	taura	t a u r a	Anchor, rope (Ebt)	1396	t a u r a	C V V C V	t a u r a	t a u r a	C V V C V
2000	Mangareva	rope	toura	toura	t o u r a	Corde, filet (Jnu)	1396	t o u r a	C V V C V	t o u r a	t o u r a	C V V C V
867	Maori	rope	taura	taura	t a u r a		1396	t a u r a	C V V C V	t a u r a	t a u r a	C V V C V
4931	Niuean	rope	toua	toua	t o u a	Rope, cord (McE) (Tgr)	1396	t o u - a	C V V V	t o u - a	t o u a	C V V V
3446	NorthMarquesan	rope	touà	touà	t o u ʔ a	Corde, grosse corde (Dln)	1396	t o u ʔ a	C V V C V	t o u ʔ a	t o u ʔ a	C V V C V
6179	Penrhyn	rope	taura	taura	t a u r a	Rope (Yda)	1396	t a u r a	C V V C V	t a u r a	t a u r a	C V V C V
639	Polynesian	rope	*taula	*taula	t a u l a	PMic *tali 'rope',Pn: Niu toua 'rope', EFu, Nuk taula, Ren tauga, PCEPn *taura 'rope', (b)	1396	t a u l a	C V V C V	t a u l a	t a u l a	C V V C V
4026	Pukapuka	rope	taula	taula	t a u l a		1396	t a u l a	C V V C V	t a u l a	t a u l a	C V V C V
2684	RakahangaManihiki	rope	taula	taula	t a u l a		1396	t a u l a	C V V C V	t a u l a	t a u l a	C V V C V
1749	Rapanui	rope	taura	taura	t a u r a	Cable, cord, rope, string (Fts)	1396	t a u r a	C V V C V	t a u r a	t a u r a	C V V C V
7451	Anuta	rope	maea	maea	m a e a	Heavy rope (Fbg)	132	m a e a	C V V V	m a e a	m a e a	C V V V
3723	EastFutuna	rope	maea	maea	m a e a	Cord, cable (Bgs)	132	m a e a	C V V V	m a e a	m a e a	C V V V
422	EastUvea	rope	maea	maea	m a e a	Corde, cable Btn)	132	m a e a	C V V V	m a e a	m a e a	C V V V
1075	Kapingamarangi	rope	moea	moea	m o e a	Very thick rope, especially as used for hauling whales (Obs)	132	m o e a	C V V V	m o e a	m o e a	C V V V
2226	Luangiua	rope	maea	maea	m a e a	rope	132	m a e a	C V V V	m a e a	m a e a	C V V V
4247	MeleFila	rope	mea	mea	m e a		132	m e - a	C V V	m e - a	m e a	C V V
6424	Nukeria	rope	maea	maea	m a e a	(big, used for ships)	132	m a e a	C V V V	m a e a	m a e a	C V V V
1508	Emae	rope	faβa	faβa	f a β a		661	f a β a	C V C V	f a β a	f a β a	C V C V
5431	FutunaAniwa	rope	vava	vava	v a v a		661	v a v a	C V C V	v a v a	v a v a	C V C V
4246	MeleFila	rope	wawa	wawa	w a w a		661	w a w a	C V C V	w a w a	w a w a	C V C V
6427	Nukeria	rope	haha	haha	h a h a	(to steer sail with)	661	h a h a	C V C V	h a h a	h a h a	C V C V
7401	Anuta	rotten	popo	popo	p o p o	Decayed (Yen)	347	p o p o	C V C V	p o p o	p o p o	C V C V
3656	EastFutuna	rotten	popo	popo	p o p o	Rotten, as thatch, wood	347	p o p o	C V C V	p o p o	p o p o	C V C V
359	EastUvea	rotten	popo	popo	p o p o	Gate, deteriore, pourri (Rch)	347	p o p o	C V C V	p o p o	p o p o	C V C V
1472	Emae	rotten	popo	popo	p o p o		347	p o p o	C V C V	p o p o	p o p o	C V C V
5375	FutunaAniwa	rotten	popo	popo	p o p o	Rotted (Dty)	347	p o p o	C V C V	p o p o	p o p o	C V C V
1027	Kapingamarangi	rotten	bobo	bobo	b o b o	Rotten, decayed, old (Lbr)	347	b o b o	C V C V	b o b o	b o b o	C V C V
2173	Luangiua	rotten	popo	popo	p o p o	Decay (Tpe)	347	p o p o	C V C V	p o p o	p o p o	C V C V
1942	Mangareva	rotten	popo	popo	p o p o	Rotten, decayed (Jnu)	347	p o p o	C V C V	p o p o	p o p o	C V C V
4210	MeleFila	rotten	popo	popo	p o p o		347	p o p o	C V C V	p o p o	p o p o	C V C V
4871	Niuean	rotten	popo	popo	p o p o	Rotten	347	p o p o	C V C V	p o p o	p o p o	C V C V
6359	Nukeria	rotten	popo	popo	p o p o	(wood, iron)	347	p o p o	C V C V	p o p o	p o p o	C V C V
6130	Penrhyn	rotten	popo	popo	p o p o	Decayed	347	p o p o	C V C V	p o p o	p o p o	C V C V
7402	Anuta	rotten	para	para	p a r a	Rotten (Yen)	305	p a - - r a	C V C V	p a - - r a	p a r a	C V C V
3657	EastFutuna	rotten	pala	pala	p a l a	Rotten	305	p a - - l a	C V C V	p a - - l a	p a l a	C V C V
360	EastUvea	rotten	pala	pala	p a l a	Rotten, wet	305	p a - - l a	C V C V	p a - - l a	p a l a	C V C V
5376	FutunaAniwa	rotten	para	para	p a r a	Rotten; to decay	305	p a - - r a	C V C V	p a - - r a	p a r a	C V C V
2174	Luangiua	rotten	pala	pala	p a l a	Rotten	305	p a - - l a	C V C V	p a - - l a	p a l a	C V C V
1941	Mangareva	rotten	para	para	p a r a		305	p a - - r a	C V C V	p a - - r a	p a r a	C V C V
4872	Niuean	rotten	pala	pala	p a l a	Ripe, rotten (I), wet, clammy (McE)	305	p a - - l a	C V C V	p a - - l a	p a l a	C V C V
3371	NorthMarquesan	rotten	paà	paà	p a ʔ a	Ripe (I)	305	p a - - ʔ a	C V C V	p a - - ʔ a	p a ʔ a	C V C V
6360	Nukeria	rotten	para	para	p a r a	(meat, flesh)	305	p a - - r a	C V C V	p a - - r a	p a r a	C V C V
6131	Penrhyn	rotten	para	para	p a r a	Ripe	305	p a - - r a	C V C V	p a - - r a	p a r a	C V C V
588	Polynesian	rotten	*pala	*pala	p a l a	'rotten, as overripe fruit or tubers'	305	p a - - l a	C V C V	p a - - l a	p a l a	C V C V
3959	Pukapuka	rotten	papala	papala	p a p a l a		305	p a p a l a	C V C V C V	p a p a l a	p a p a l a	C V C V C V
2628	RakahangaManihiki	rotten	para	para	p a r a		305	p a - - r a	C V C V	p a - - r a	p a r a	C V C V
1691	Rapanui	rotten	para	para	p a r a	Decay (Chl)	305	p a - - r a	C V C V	p a - - r a	p a r a	C V C V
5377	FutunaAniwa	rotten	purau	purau	p u r a u		377	p u r a u	C V C V V	p u r a u	p u r a u	C V C V V
5619	Hawaiian	rotten	pilau	pilau	p i l a u		377	p i l a u	C V C V V	p i l a u	p i l a u	C V C V V
819	Maori	rotten	pirau	pirau	p i r a u		377	p i r a u	C V C V V	p i r a u	p i r a u	C V C V V
3638	EastFutuna	salt	pa'atai	pa'atai	p a ʔ a t a i		540	p a ʔ a t a i	C V C V C V V	p a ʔ a t a i	p a ʔ a t a i	C V C V C V V
343	EastUvea	salt	tai	tai	t a i	(salt water)	540	- - - - t a i	C V V	- - - - t a i	t a i	C V V
1460	Emae	salt	tai	tai	t a i		540	- - - - t a i	C V V	- - - - t a i	t a i	C V V
5604	Hawaiian	salt	pa'akai	pa'akai	p a ʔ a k a i		540	p a ʔ a k a i	C V C V C V V	p a ʔ a k a i	p a ʔ a k a i	C V C V C V V
3353	NorthMarquesan	salt	pa'atai	pa'atai	p a ʔ a t a i	(ripe saltwater?)	540	p a ʔ a t a i	C V C V C V V	p a ʔ a t a i	p a ʔ a t a i	C V C V C V V
1926	Mangareva	salt	miti	miti	m i t i		1223	m i t i	C V C V	m i t i	m i t i	C V C V
3939	Pukapuka	salt	miti	miti	m i t i		1223	m i t i	C V C V	m i t i	m i t i	C V C V
1676	Rapanui	salt	miti	miti	m i t i	Salt, salty (Fts)	1223	m i t i	C V C V	m i t i	m i t i	C V C V
3644	EastFutuna	sand	'one	'one	o n e	Sand (Bgs)	62	o n e	V C V	- - ʔ - o n e	ʔ o n e	C V C V
348	EastUvea	sand	one	one	o n e	Sand	62	o n e	V C V	- - - - o n e	o n e	V C V
1464	Emae	sand	one	one	o n e		62	o n e	V C V	- - - - o n e	o n e	V C V
5365	FutunaAniwa	sand	one	one	o n e	Sand	62	o n e	V C V	- - - - o n e	o n e	V C V
5609	Hawaiian	sand	one	one	o n e		62	o n e	V C V	- - - - o n e	o n e	V C V
1019	Kapingamarangi	sand	one/one	one	o n e	Sand	62	o n e	V C V	- - - - o n e	o n e	V C V
1931	Mangareva	sand	one	one	o n e		62	o n e	V C V	- - - - o n e	o n e	V C V
808	Maori	sand	one	one	o n e		62	o n e	V C V	- - - - o n e	o n e	V C V
4202	MeleFila	sand	waraune	waraune	u n e		62	u n e	V C V	w a r a u n e	w a r a u n e	C V C V V C V
4861	Niuean	sand	/one/one	one	o n e	Sand	62	o n e	V C V	- - - - o n e	o n e	V C V
3360	NorthMarquesan	sand	one	one	o n e	Sable	62	o n e	V C V	- - - - o n e	o n e	V C V
6121	Penrhyn	sand	one	one	o n e	Sand	62	o n e	V C V	- - - - o n e	o n e	V C V
578	Polynesian	sand	*qone	*qone	o n e		62	o n e	V C V	- - ʔ - o n e	ʔ o n e	C V C V
3944	Pukapuka	sand	one	one	o n e	one (rar)	62	o n e	V C V	- - - - o n e	o n e	V C V
4395	Raivavae	sand	one	one	o n e		62	o n e	V C V	- - - - o n e	o n e	V C V
2619	RakahangaManihiki	sand	one	one	o n e		62	o n e	V C V	- - - - o n e	o n e	V C V
1681	Rapanui	sand	one	one	o n e	Sand	62	o n e	V C V	- - - - o n e	o n e	V C V
7391	Anuta	sand	kere	kere	k e r e	Pollex 06: Kere. :Soil, sand (Fbg).	684	k e r - - - - e	C V C V	k e r - - - - e	k e r e	C V C V
2164	Luangiua	sand	'ele	'ele	ʔ e l e	Pollex 06: `Ele. :Sand (Hbn); dirt, dirty (Smd).	684	ʔ e l - - - - e	C V C V	ʔ e l - - - - e	ʔ e l e	C V C V
6347	Nukeria	sand	kerekere	kerekere	k e r e k e r e		684	k e r e k e r e	C V C V C V C V	k e r e k e r e	k e r e k e r e	C V C V C V C V
3946	Pukapuka	sand	kelekele	kelekele	k e l e k e l e	one (rar)	684	k e l e k e l e	C V C V C V C V	k e l e k e l e	k e l e k e l e	C V C V C V C V
3639	EastFutuna	sea	tai	tai	t a i	Shallow sea over the reef as opposed to the open ocean (Moana); the shore as opposed to inland (`uta); tide (Bgs)	63	t a - i	C V V	t a - i	t a i	C V V
1461	Emae	sea	tai	tai	t a i		63	t a - i	C V V	t a - i	t a i	C V V
5362	FutunaAniwa	sea	tai	tai	t a i		63	t a - i	C V V	t a - i	t a i	C V V
5606	Hawaiian	sea	kai	kai	k a i		63	k a - i	C V V	k a - i	k a i	C V V
1015	Kapingamarangi	sea	dai	dai	d a i	Lagoonward (Lbr)	63	d a - i	C V V	d a - i	d a i	C V V
1927	Mangareva	sea	tai	tai	t a i		63	t a - i	C V V	t a - i	t a i	C V V
804	Maori	sea	tai	tai	t a i		63	t a - i	C V V	t a - i	t a i	C V V
4199	MeleFila	sea	tai	tai	t a i		63	t a - i	C V V	t a - i	t a i	C V V
4857	Niuean	sea	tahi	tahi	t a h i	Sea	63	t a h i	C V C V	t a h i	t a h i	C V C V
3356	NorthMarquesan	sea	tai	tai	t a i	saltwater or the nearshore	63	t a - i	C V V	t a - i	t a i	C V V
6343	Nukeria	sea	tai	tai	t a i	(shallow sea near shore, shore)	63	t a - i	C V V	t a - i	t a i	C V V
3941	Pukapuka	sea	tai	tai	t a i		63	t a - i	C V V	t a - i	t a i	C V V
2616	RakahangaManihiki	sea	tai	tai	t a i		63	t a - i	C V V	t a - i	t a i	C V V
1677	Rapanui	sea	tai	tai	t a i		63	t a - i	C V V	t a - i	t a i	C V V
7388	Anuta	sea	moana	moana	m o a n a	Ocean beyond the reef (Fbg)	133	m o a n a	C V V C V	m o a n a	m o a n a	C V V C V
3640	EastFutuna	sea	moana	moana	m o a n a	Sea	133	m o a n a	C V V C V	m o a n a	m o a n a	C V V C V
5605	Hawaiian	sea	moana	moana	m o a n a		133	m o a n a	C V V C V	m o a n a	m o a n a	C V V C V
1016	Kapingamarangi	sea	moana	moana	m o a n a	Deep ocean	133	m o a n a	C V V C V	m o a n a	m o a n a	C V V C V
2161	Luangiua	sea	moaŋa	moaŋa	m o a ŋ a	Ocean	133	m o a ŋ a	C V V C V	m o a ŋ a	m o a ŋ a	C V V C V
1928	Mangareva	sea	moana	moana	m o a n a	Ocean	133	m o a n a	C V V C V	m o a n a	m o a n a	C V V C V
805	Maori	sea	moana	moana	m o a n a		133	m o a n a	C V V C V	m o a n a	m o a n a	C V V C V
4858	Niuean	sea	moana	moana	m o a n a	Sea beyond the reef, ocean	133	m o a n a	C V V C V	m o a n a	m o a n a	C V V C V
